instance,family,scale,variant,variables,clauses,solver,solver_version,binary_sha256,seed,runtime_ms,status,timed_out,exit_code,peak_rss_kb,conflicts,decisions,propagations,raw_log
018_overlapping_hall_violation_default_scale18.cnf,overlapping_hall_violation,18,default,684,12007,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,3002.426528,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/018_overlapping_hall_violation_default_scale18__cadical.log
018_overlapping_hall_violation_default_scale18.cnf,overlapping_hall_violation,18,default,684,12007,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,3001.164733,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/018_overlapping_hall_violation_default_scale18__kissat.log
019_capacity2_violation_default_scale3.cnf,capacity2_violation,3,default,21,133,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,38.023487,UNSATISFIABLE,False,20,1928,0,104,967,/work/results/phase3/20260816Tphase3calibration02Z/logs/019_capacity2_violation_default_scale3__cadical.log
019_capacity2_violation_default_scale3.cnf,capacity2_violation,3,default,21,133,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,17.693574,UNSATISFIABLE,False,20,1356,75,79,1567,/work/results/phase3/20260816Tphase3calibration02Z/logs/019_capacity2_violation_default_scale3__kissat.log
020_capacity2_violation_default_scale4.cnf,capacity2_violation,4,default,36,399,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,53.889539,UNSATISFIABLE,False,20,2536,0,3662,36707,/work/results/phase3/20260816Tphase3calibration02Z/logs/020_capacity2_violation_default_scale4__cadical.log
020_capacity2_violation_default_scale4.cnf,capacity2_violation,4,default,36,399,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,22.729451,UNSATISFIABLE,False,20,1508,1021,1779,22896,/work/results/phase3/20260816Tphase3calibration02Z/logs/020_capacity2_violation_default_scale4__kissat.log
021_capacity2_violation_default_scale5.cnf,capacity2_violation,5,default,55,946,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,624.969451,UNSATISFIABLE,False,20,4784,68,55232,446092,/work/results/phase3/20260816Tphase3calibration02Z/logs/021_capacity2_violation_default_scale5__cadical.log
021_capacity2_violation_default_scale5.cnf,capacity2_violation,5,default,55,946,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,265.42749399999997,UNSATISFIABLE,False,20,2816,13246,20778,374255,/work/results/phase3/20260816Tphase3calibration02Z/logs/021_capacity2_violation_default_scale5__kissat.log
022_capacity2_violation_default_scale6.cnf,capacity2_violation,6,default,78,1924,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,3003.09969,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/022_capacity2_violation_default_scale6__cadical.log
022_capacity2_violation_default_scale6.cnf,capacity2_violation,6,default,78,1924,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,2130.859687,UNSATISFIABLE,False,20,6660,100528,154666,2402220,/work/results/phase3/20260816Tphase3calibration02Z/logs/022_capacity2_violation_default_scale6__kissat.log
023_capacity2_violation_default_scale7.cnf,capacity2_violation,7,default,105,3515,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,3004.112685,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/023_capacity2_violation_default_scale7__cadical.log
023_capacity2_violation_default_scale7.cnf,capacity2_violation,7,default,105,3515,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,3001.7048050000003,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/023_capacity2_violation_default_scale7__kissat.log
024_capacity2_violation_default_scale8.cnf,capacity2_violation,8,default,136,5933,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,3000.961006,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/024_capacity2_violation_default_scale8__cadical.log
024_capacity2_violation_default_scale8.cnf,capacity2_violation,8,default,136,5933,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,3003.151724,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/024_capacity2_violation_default_scale8__kissat.log
025_hidden_pigeonhole_default_scale6.cnf,hidden_pigeonhole,6,default,177,288,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,37.958186999999995,UNSATISFIABLE,False,20,2064,0,761,4205,/work/results/phase3/20260816Tphase3calibration02Z/logs/025_hidden_pigeonhole_default_scale6__cadical.log
025_hidden_pigeonhole_default_scale6.cnf,hidden_pigeonhole,6,default,177,288,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,22.982211,UNSATISFIABLE,False,20,1444,357,1216,6502,/work/results/phase3/20260816Tphase3calibration02Z/logs/025_hidden_pigeonhole_default_scale6__kissat.log
026_hidden_pigeonhole_default_scale7.cnf,hidden_pigeonhole,7,default,294,490,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,43.069547,UNSATISFIABLE,False,20,2400,0,2245,15718,/work/results/phase3/20260816Tphase3calibration02Z/logs/026_hidden_pigeonhole_default_scale7__cadical.log
026_hidden_pigeonhole_default_scale7.cnf,hidden_pigeonhole,7,default,294,490,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,28.739337,UNSATISFIABLE,False,20,1596,1154,3878,25626,/work/results/phase3/20260816Tphase3calibration02Z/logs/026_hidden_pigeonhole_default_scale7__kissat.log
027_hidden_pigeonhole_default_scale8.cnf,hidden_pigeonhole,8,default,452,768,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,79.51156800000001,UNSATISFIABLE,False,20,2640,0,9105,83448,/work/results/phase3/20260816Tphase3calibration02Z/logs/027_hidden_pigeonhole_default_scale8__cadical.log
027_hidden_pigeonhole_default_scale8.cnf,hidden_pigeonhole,8,default,452,768,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,65.01709799999999,UNSATISFIABLE,False,20,1780,3164,7920,66322,/work/results/phase3/20260816Tphase3calibration02Z/logs/027_hidden_pigeonhole_default_scale8__kissat.log
028_hidden_pigeonhole_default_scale9.cnf,hidden_pigeonhole,9,default,657,1134,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,394.344961,UNSATISFIABLE,False,20,3508,2,45648,401805,/work/results/phase3/20260816Tphase3calibration02Z/logs/028_hidden_pigeonhole_default_scale9__cadical.log
028_hidden_pigeonhole_default_scale9.cnf,hidden_pigeonhole,9,default,657,1134,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,116.60153500000001,UNSATISFIABLE,False,20,2464,7539,21634,265025,/work/results/phase3/20260816Tphase3calibration02Z/logs/028_hidden_pigeonhole_default_scale9__kissat.log
029_hidden_pigeonhole_default_scale10.cnf,hidden_pigeonhole,10,default,915,1600,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,3002.234796,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/029_hidden_pigeonhole_default_scale10__cadical.log
029_hidden_pigeonhole_default_scale10.cnf,hidden_pigeonhole,10,default,915,1600,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,207.748472,UNSATISFIABLE,False,20,2892,15127,36073,569350,/work/results/phase3/20260816Tphase3calibration02Z/logs/029_hidden_pigeonhole_default_scale10__kissat.log
030_satisfiable_capacity_control_default_scale8.cnf,satisfiable_capacity_control,8,default,64,456,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,38.270131,SATISFIABLE,False,10,1828,0,0,0,/work/results/phase3/20260816Tphase3calibration02Z/logs/030_satisfiable_capacity_control_default_scale8__cadical.log
030_satisfiable_capacity_control_default_scale8.cnf,satisfiable_capacity_control,8,default,64,456,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,12.796943,SATISFIABLE,False,10,1252,0,0,64,/work/results/phase3/20260816Tphase3calibration02Z/logs/030_satisfiable_capacity_control_default_scale8__kissat.log
031_satisfiable_capacity_control_default_scale12.cnf,satisfiable_capacity_control,12,default,144,1596,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,43.835773,SATISFIABLE,False,10,1968,0,0,0,/work/results/phase3/20260816Tphase3calibration02Z/logs/031_satisfiable_capacity_control_default_scale12__cadical.log
031_satisfiable_capacity_control_default_scale12.cnf,satisfiable_capacity_control,12,default,144,1596,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,18.923953,SATISFIABLE,False,10,1308,0,0,144,/work/results/phase3/20260816Tphase3calibration02Z/logs/031_satisfiable_capacity_control_default_scale12__kissat.log
032_satisfiable_capacity_control_default_scale16.cnf,satisfiable_capacity_control,16,default,256,3856,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,43.946296000000004,SATISFIABLE,False,10,2172,0,0,0,/work/results/phase3/20260816Tphase3calibration02Z/logs/032_satisfiable_capacity_control_default_scale16__cadical.log
032_satisfiable_capacity_control_default_scale16.cnf,satisfiable_capacity_control,16,default,256,3856,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,12.537776000000001,SATISFIABLE,False,10,1396,0,0,256,/work/results/phase3/20260816Tphase3calibration02Z/logs/032_satisfiable_capacity_control_default_scale16__kissat.log
033_satisfiable_capacity_control_default_scale20.cnf,satisfiable_capacity_control,20,default,400,7620,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,48.222775000000006,SATISFIABLE,False,10,2688,0,0,0,/work/results/phase3/20260816Tphase3calibration02Z/logs/033_satisfiable_capacity_control_default_scale20__cadical.log
033_satisfiable_capacity_control_default_scale20.cnf,satisfiable_capacity_control,20,default,400,7620,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,18.194739000000002,SATISFIABLE,False,10,1656,0,0,400,/work/results/phase3/20260816Tphase3calibration02Z/logs/033_satisfiable_capacity_control_default_scale20__kissat.log
034_satisfiable_capacity_control_default_scale24.cnf,satisfiable_capacity_control,24,default,576,13272,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,69.236048,SATISFIABLE,False,10,3112,0,0,0,/work/results/phase3/20260816Tphase3calibration02Z/logs/034_satisfiable_capacity_control_default_scale24__cadical.log
034_satisfiable_capacity_control_default_scale24.cnf,satisfiable_capacity_control,24,default,576,13272,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,17.825591,SATISFIABLE,False,10,1652,0,0,576,/work/results/phase3/20260816Tphase3calibration02Z/logs/034_satisfiable_capacity_control_default_scale24__kissat.log
035_random_3sat_uniform_scale150.cnf,random_3sat,150,uniform,150,639,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,79.939944,SATISFIABLE,False,10,2836,0,5006,118374,/work/results/phase3/20260816Tphase3calibration02Z/logs/035_random_3sat_uniform_scale150__cadical.log
035_random_3sat_uniform_scale150.cnf,random_3sat,150,uniform,150,639,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,53.711216,SATISFIABLE,False,10,1704,1193,1545,36360,/work/results/phase3/20260816Tphase3calibration02Z/logs/035_random_3sat_uniform_scale150__kissat.log
036_random_3sat_planted_sat_scale150.cnf,random_3sat,150,planted_sat,150,639,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,43.406084,SATISFIABLE,False,10,2040,0,611,7819,/work/results/phase3/20260816Tphase3calibration02Z/logs/036_random_3sat_planted_sat_scale150__cadical.log
036_random_3sat_planted_sat_scale150.cnf,random_3sat,150,planted_sat,150,639,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,43.921330000000005,SATISFIABLE,False,10,1588,625,773,20527,/work/results/phase3/20260816Tphase3calibration02Z/logs/036_random_3sat_planted_sat_scale150__kissat.log
037_random_3sat_uniform_scale250.cnf,random_3sat,250,uniform,250,1065,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,3004.133305,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/037_random_3sat_uniform_scale250__cadical.log
037_random_3sat_uniform_scale250.cnf,random_3sat,250,uniform,250,1065,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,3004.281395,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/037_random_3sat_uniform_scale250__kissat.log
038_random_3sat_planted_sat_scale250.cnf,random_3sat,250,planted_sat,250,1065,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,53.168405,SATISFIABLE,False,10,2560,0,1322,46624,/work/results/phase3/20260816Tphase3calibration02Z/logs/038_random_3sat_planted_sat_scale250__cadical.log
038_random_3sat_planted_sat_scale250.cnf,random_3sat,250,planted_sat,250,1065,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,74.160903,SATISFIABLE,False,10,1888,2792,4913,126946,/work/results/phase3/20260816Tphase3calibration02Z/logs/038_random_3sat_planted_sat_scale250__kissat.log
039_random_3sat_uniform_scale400.cnf,random_3sat,400,uniform,400,1704,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,675.8729,SATISFIABLE,False,10,5228,36,41724,1650186,/work/results/phase3/20260816Tphase3calibration02Z/logs/039_random_3sat_uniform_scale400__cadical.log
039_random_3sat_uniform_scale400.cnf,random_3sat,400,uniform,400,1704,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,3005.234523,TIMEOUT,True,-9,,,,,/work/results/phase3/20260816Tphase3calibration02Z/logs/039_random_3sat_uniform_scale400__kissat.log
040_random_3sat_planted_sat_scale400.cnf,random_3sat,400,planted_sat,400,1704,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,676.1747660000001,SATISFIABLE,False,10,5368,78,45280,1666894,/work/results/phase3/20260816Tphase3calibration02Z/logs/040_random_3sat_planted_sat_scale400__cadical.log
040_random_3sat_planted_sat_scale400.cnf,random_3sat,400,planted_sat,400,1704,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,84.21729599999999,SATISFIABLE,False,10,2164,2926,6117,183333,/work/results/phase3/20260816Tphase3calibration02Z/logs/040_random_3sat_planted_sat_scale400__kissat.log
