instance,family,scale,variant,seed,solver,runtime_ms,status,par2_ms,timed_out,structural_result,fallback_used,registry_ms,family_checks,recovery_ms,flow_ms,fallback_ms,total_end_to_end_ms,peak_rss_kb
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,1,lkk_4c_indexed,18.784935,UNSATISFIABLE,18.784935,False,UNSAT,False,3.26433,14256,0.407043,0.02677,0,7.37172,4604
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,kissat,5038.218162,TIMEOUT,10000.0,True,,,,,,,,5038.218162,1616
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,lkk_4a_sealed,5038.52635,TIMEOUT,10000.0,True,,,,,,,,5038.52635,1616
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,lkk_4c_indexed,19.400064,UNSATISFIABLE,19.400064,False,UNSAT,False,3.67436,14256,0.390839,0.015849,0,8.44337,4672
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,2,cadical,5039.232621,TIMEOUT,10000.0,True,,,,,,,,5039.232621,1692
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,3,lkk_4a_sealed,5038.40469,TIMEOUT,10000.0,True,,,,,,,,5038.40469,1688
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,3,lkk_4c_indexed,18.286027,UNSATISFIABLE,18.286027,False,UNSAT,False,3.07014,14256,0.342644,0.013189,0,6.10832,4568
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,3,cadical,5037.958636,TIMEOUT,10000.0,True,,,,,,,,5037.958636,1676
004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,3,kissat,5039.76392,TIMEOUT,10000.0,True,,,,,,,,5039.76392,1648
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,1,kissat,169.041727,UNSATISFIABLE,169.041727,False,,,,,,,,169.041727,2452
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,1,lkk_4a_sealed,972.445779,UNSATISFIABLE,972.445779,False,UNKNOWN,True,418.604,200001,0.384048,0,509.195,933.729,6900
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,1,lkk_4c_indexed,36.390122,UNSATISFIABLE,36.390122,False,UNSAT,False,10.3322,17981,0.370155,0.078188,0,14.6106,4676
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,1,cadical,570.941717,UNSATISFIABLE,570.941717,False,,,,,,,,570.941717,3480
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,2,lkk_4a_sealed,720.578297,UNSATISFIABLE,720.578297,False,UNKNOWN,True,333.025,200001,0.347539,0,328.591,665.879,6268
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,2,lkk_4c_indexed,35.463805,UNSATISFIABLE,35.463805,False,UNSAT,False,9.95032,17981,0.464735,0.080153,0,14.3428,4776
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,2,cadical,419.191004,UNSATISFIABLE,419.191004,False,,,,,,,,419.191004,3276
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,2,kissat,167.211421,UNSATISFIABLE,167.211421,False,,,,,,,,167.211421,1924
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,3,lkk_4c_indexed,36.647828,UNSATISFIABLE,36.647828,False,UNSAT,False,10.3631,17981,0.351674,0.079093,0,15.0965,4544
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,3,cadical,520.171159,UNSATISFIABLE,520.171159,False,,,,,,,,520.171159,3568
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,3,kissat,118.217309,UNSATISFIABLE,118.217309,False,,,,,,,,118.217309,1980
005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,3,lkk_4a_sealed,771.400789,UNSATISFIABLE,771.400789,False,UNKNOWN,True,360.19,200001,0.36176,0,360.355,725.159,6532
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,1,lkk_4a_sealed,4587.603612,UNSATISFIABLE,4587.603612,False,UNKNOWN,True,416.936,200001,0.48997,0,4133.32,4555.54,10044
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,1,lkk_4c_indexed,34.798945,UNSATISFIABLE,34.798945,False,UNSAT,False,17.1934,31969,0.395468,0.104919,0,21.6181,4964
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,1,cadical,4032.902656,UNSATISFIABLE,4032.902656,False,,,,,,,,4032.902656,6996
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,1,kissat,367.618614,UNSATISFIABLE,367.618614,False,,,,,,,,367.618614,3268
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,2,lkk_4c_indexed,34.752645,UNSATISFIABLE,34.752645,False,UNSAT,False,15.3224,31969,0.482442,0.096491,0,20.0095,4912
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,2,cadical,3931.072432,UNSATISFIABLE,3931.072432,False,,,,,,,,3931.072432,7212
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,2,kissat,419.082149,UNSATISFIABLE,419.082149,False,,,,,,,,419.082149,3012
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,2,lkk_4a_sealed,4737.526692,UNSATISFIABLE,4737.526692,False,UNKNOWN,True,482.853,200001,0.519181,0,4231.08,4720.25,10280
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,3,cadical,3279.091795,UNSATISFIABLE,3279.091795,False,,,,,,,,3279.091795,5912
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,3,kissat,317.912509,UNSATISFIABLE,317.912509,False,,,,,,,,317.912509,2736
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,3,lkk_4a_sealed,3682.125692,UNSATISFIABLE,3682.125692,False,UNKNOWN,True,396.48,200001,0.382163,0,3254.77,3655.46,8852
006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,3,lkk_4c_indexed,34.882904,UNSATISFIABLE,34.882904,False,UNSAT,False,16.3809,31969,0.402241,0.105014,0,20.5102,4908
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,1,lkk_4c_indexed,117.340588,UNSATISFIABLE,117.340588,False,UNSAT,False,63.8266,148731,0.256469,0.0167,0,67.3953,4480
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,1,cadical,618.940019,UNSATISFIABLE,618.940019,False,,,,,,,,618.940019,4788
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,1,kissat,267.556803,UNSATISFIABLE,267.556803,False,,,,,,,,267.556803,2816
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,1,lkk_4a_sealed,268.465653,UNSATISFIABLE,268.465653,False,UNSAT,False,244.885,31295,0.356999,0.017836,0,249.489,4412
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,2,cadical,1021.252813,UNSATISFIABLE,1021.252813,False,,,,,,,,1021.252813,4740
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,2,kissat,269.131353,UNSATISFIABLE,269.131353,False,,,,,,,,269.131353,2824
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,2,lkk_4a_sealed,268.010205,UNSATISFIABLE,268.010205,False,UNSAT,False,234.649,31295,0.249072,0.021533,0,238.186,4272
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,2,lkk_4c_indexed,118.07952,UNSATISFIABLE,118.07952,False,UNSAT,False,68.8253,148731,0.323776,0.016291,0,73.4194,4468
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,3,kissat,320.293978,UNSATISFIABLE,320.293978,False,,,,,,,,320.293978,2824
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,3,lkk_4a_sealed,269.165588,UNSATISFIABLE,269.165588,False,UNSAT,False,247.202,31295,0.303821,0.017723,0,251.796,4384
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,3,lkk_4c_indexed,117.80644,UNSATISFIABLE,117.80644,False,UNSAT,False,60.2799,148731,0.306185,0.015772,0,64.3826,4488
007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,3,cadical,1874.701769,UNSATISFIABLE,1874.701769,False,,,,,,,,1874.701769,7948
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,1,cadical,2076.411559,UNSATISFIABLE,2076.411559,False,,,,,,,,2076.411559,8560
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,1,kissat,218.652973,UNSATISFIABLE,218.652973,False,,,,,,,,218.652973,2752
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,1,lkk_4a_sealed,371.483866,UNSATISFIABLE,371.483866,False,UNSAT,False,342.922,156146,0.89805,0.019939,0,349.977,4608
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,1,lkk_4c_indexed,118.299884,UNSATISFIABLE,118.299884,False,UNSAT,False,82.785,148733,0.80274,0.018131,0,89.191,4688
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,2,kissat,269.489828,UNSATISFIABLE,269.489828,False,,,,,,,,269.489828,2924
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,2,lkk_4a_sealed,420.756901,UNSATISFIABLE,420.756901,False,UNSAT,False,355.458,156146,0.896366,0.024217,0,363.15,4592
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,2,lkk_4c_indexed,118.979779,UNSATISFIABLE,118.979779,False,UNSAT,False,73.2788,148733,0.809839,0.01921,0,80.0613,4848
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,2,cadical,1624.387172,UNSATISFIABLE,1624.387172,False,,,,,,,,1624.387172,6744
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,3,lkk_4a_sealed,369.904704,UNSATISFIABLE,369.904704,False,UNSAT,False,304.035,156146,0.754948,0.013547,0,310.308,4452
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,3,lkk_4c_indexed,118.538022,UNSATISFIABLE,118.538022,False,UNSAT,False,64.949,148733,0.773421,0.016476,0,71.6355,4716
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,3,cadical,1273.082641,UNSATISFIABLE,1273.082641,False,,,,,,,,1273.082641,6812
008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,3,kissat,267.755709,UNSATISFIABLE,267.755709,False,,,,,,,,267.755709,2912
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,1,kissat,168.09921,UNSATISFIABLE,168.09921,False,,,,,,,,168.09921,2464
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,1,lkk_4a_sealed,66.99402,UNSATISFIABLE,66.99402,False,UNSAT,False,29.6635,117666,0.906314,0.020589,0,34.6045,4520
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,1,lkk_4c_indexed,34.119304,UNSATISFIABLE,34.119304,False,UNSAT,False,8.48256,12231,0.958209,0.014325,0,12.5258,4772
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,1,cadical,418.518597,UNSATISFIABLE,418.518597,False,,,,,,,,418.518597,3504
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,2,lkk_4a_sealed,68.352047,UNSATISFIABLE,68.352047,False,UNSAT,False,35.0178,117666,1.71555,0.018777,0,41.7977,4640
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,2,lkk_4c_indexed,35.132786,UNSATISFIABLE,35.132786,False,UNSAT,False,9.46314,12231,1.01201,0.019782,0,14.3316,4812
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,2,cadical,519.153243,UNSATISFIABLE,519.153243,False,,,,,,,,519.153243,3384
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,2,kissat,167.818868,UNSATISFIABLE,167.818868,False,,,,,,,,167.818868,2468
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,3,lkk_4c_indexed,34.573552,UNSATISFIABLE,34.573552,False,UNSAT,False,8.57719,12231,0.924309,0.018273,0,12.3829,4704
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,3,cadical,368.064994,UNSATISFIABLE,368.064994,False,,,,,,,,368.064994,3508
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,3,kissat,117.193053,UNSATISFIABLE,117.193053,False,,,,,,,,117.193053,2464
009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,3,lkk_4a_sealed,67.14092,UNSATISFIABLE,67.14092,False,UNSAT,False,31.3767,117666,0.998101,0.019159,0,35.8989,4568
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,1,lkk_4a_sealed,468.955538,UNSATISFIABLE,468.955538,False,UNKNOWN,True,12.9123,200001,1.40959,0,398.134,417.375,7352
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,1,lkk_4c_indexed,34.980322,UNSATISFIABLE,34.980322,False,UNSAT,False,8.74024,12231,1.56468,0.015036,0,14.6148,4924
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,1,cadical,468.389972,UNSATISFIABLE,468.389972,False,,,,,,,,468.389972,3900
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,1,kissat,117.414904,UNSATISFIABLE,117.414904,False,,,,,,,,117.414904,2544
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,2,lkk_4c_indexed,36.36535,UNSATISFIABLE,36.36535,False,UNSAT,False,11.3391,12231,1.85831,0.020613,0,19.3415,5008
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,2,cadical,468.909875,UNSATISFIABLE,468.909875,False,,,,,,,,468.909875,3944
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,2,kissat,168.684683,UNSATISFIABLE,168.684683,False,,,,,,,,168.684683,2548
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,2,lkk_4a_sealed,418.694167,UNSATISFIABLE,418.694167,False,UNKNOWN,True,15.7567,200001,1.47392,0,354.75,376.41,7232
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,3,cadical,469.220298,UNSATISFIABLE,469.220298,False,,,,,,,,469.220298,3696
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,3,kissat,116.723723,UNSATISFIABLE,116.723723,False,,,,,,,,116.723723,2540
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,3,lkk_4a_sealed,519.182779,UNSATISFIABLE,519.182779,False,UNKNOWN,True,13.4213,200001,1.53772,0,449.852,468.787,7116
010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,hidden_pigeonhole,9,hidden_noise100,3,lkk_4c_indexed,35.443037,UNSATISFIABLE,35.443037,False,UNSAT,False,8.79838,12231,1.48716,0.015964,0,14.719,4912
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,1,lkk_4c_indexed,268.412238,SATISFIABLE,268.412238,False,UNKNOWN,True,195.543,200001,3.53358,0,1.69127,217.906,10896
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,1,cadical,118.031497,SATISFIABLE,118.031497,False,,,,,,,,118.031497,3112
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,1,kissat,18.603764,SATISFIABLE,18.603764,False,,,,,,,,18.603764,1732
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,1,lkk_4a_sealed,66.810216,SATISFIABLE,66.810216,False,UNKNOWN,True,20.2025,200246,2.98368,0,2.64028,37.5417,8540
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,2,cadical,116.973254,SATISFIABLE,116.973254,False,,,,,,,,116.973254,3112
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,2,kissat,18.852245,SATISFIABLE,18.852245,False,,,,,,,,18.852245,1680
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,2,lkk_4a_sealed,68.173248,SATISFIABLE,68.173248,False,UNKNOWN,True,19.417,200246,4.06484,0,2.02726,40.7715,8408
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,2,lkk_4c_indexed,267.879682,SATISFIABLE,267.879682,False,UNKNOWN,True,220.479,200001,4.01907,0,1.52152,241.476,11000
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,3,kissat,18.247216,SATISFIABLE,18.247216,False,,,,,,,,18.247216,1724
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,3,lkk_4a_sealed,67.202957,SATISFIABLE,67.202957,False,UNKNOWN,True,16.6348,200246,2.94935,0,1.8196,32.3714,8336
