seed,boxes,resources,demands,capacities,reachable,exhaustive_result,python_flow_result,native_flow_result,exhaustive_subset,exhaustive_ms,python_flow_ms,native_flow_ms,mismatch
700020,6,5,"[1,1,2,1,2,1]","[3,1,3,3,1]","[[0,1,2,4],[0,4],[1,2,3,4],[0],[0,4],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.358237,0.16986,0.004555,False
700021,5,6,"[1,1,1,3,3]","[2,2,1,2,3,2]","[[0,1,2,3,4,5],[1,4,5],[0,3,5],[0,3,5],[0,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.198962,0.083094,0.004945,False
700022,7,6,"[2,1,1,2,1,1,1]","[3,2,3,2,2,1]","[[1,2],[0,1,2,3,5],[0,2],[0,1,2,3,4,5],[3],[1,4],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.887897,0.068415,0.004122,False
700023,2,6,"[1,3]","[3,3,2,3,1,3]","[[0,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.02118,0.034212,0.001969,False
700024,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.015791,0.055243,0.002716,False
700025,1,6,[1],"[3,3,2,1,2,3]","[[1,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008288,0.020187,0.001293,False
700026,7,3,"[2,2,2,1,1,1,2]","[3,3,2]","[[0,1],[0,1,2],[0,1,2],[2],[0,1,2],[1],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 6]",0.409348,0.088449,0.00536,False
700027,5,2,"[1,2,1,1,2]","[3,3]","[[0,1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.089843,0.064019,0.003825,False
700028,6,7,"[3,1,2,1,1,2]","[3,2,1,1,3,2,2]","[[1,2,3,5],[0,1,2,4,5,6],[0,2,3,4,5,6],[6],[0,1,2,3,4,5,6],[1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.523104,0.091103,0.005737,False
700029,3,5,"[1,1,1]","[3,3,1,1,1]","[[1,2],[3],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040839,0.04643,0.001516,False
700030,7,3,"[2,1,1,2,2,1,1]","[3,1,2]","[[0,1,2],[2],[0,1,2],[0,2],[0,1,2],[1],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.36639,0.085834,0.004976,False
700031,3,3,"[1,1,2]","[3,2,3]","[[1],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.032815,0.033924,0.001801,False
700032,6,3,"[2,1,2,1,1,3]","[3,2,1]","[[0,1],[2],[0,2],[0,1,2],[1],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.094327,0.093262,0.004317,False
700033,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.03074,0.047465,0.002323,False
700034,6,5,"[1,1,3,1,1,1]","[3,3,3,1,2]","[[0],[0,1,3,4],[0,1,3,4],[3],[0,1,2,3,4],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.462039,0.10603,0.004657,False
700035,4,2,"[1,1,1,1]","[1,3]","[[0,1],[1],[0],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.062626,0.057675,0.002205,False
700036,1,4,[2],"[3,1,2,1]","[[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008869,0.024962,0.001112,False
700037,4,3,"[1,3,1,2]","[3,3,2]","[[0],[0,1,2],[0],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.076982,0.077348,0.002965,False
700038,3,7,"[2,2,1]","[2,3,1,1,1,2,2]","[[0,1,2,3,4,5,6],[1,4,5],[0,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.070013,0.057818,0.002644,False
700039,6,7,"[1,2,1,2,2,1]","[3,1,1,1,2,3,3]","[[1,2,6],[0,1,2,4,5,6],[2],[0,2,4],[1,2,3,4],[6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.654038,0.098563,0.004996,False
700040,5,3,"[1,2,3,2,1]","[3,2,3]","[[0,2],[1,2],[0,1,2],[0,2],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.119625,0.072889,0.003684,False
700041,1,6,[2],"[1,3,2,1,3,2]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008438,0.149149,0.001517,False
700042,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008501,0.01919,0.000885,False
700043,4,2,"[2,1,1,1]","[2,2]","[[0,1],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.031328,0.046116,0.002278,False
700044,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.030062,0.066947,0.002064,False
700045,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.022484,0.042646,0.001713,False
700046,3,7,"[3,1,2]","[3,3,1,2,2,1,1]","[[1,2,4,5,6],[1,3],[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.053617,0.048924,0.002734,False
700047,5,2,"[1,1,1,1,1]","[2,2]","[[0,1],[1],[1],[0],[1]]",UNSAT,UNSAT,UNSAT,"[1, 2, 4]",0.064759,0.048576,0.002466,False
700048,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.113837,0.057556,0.002559,False
700049,3,2,"[2,2,1]","[1,1]","[[0,1],[0,1],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.012917,0.042548,0.002285,False
700050,2,2,"[1,1]","[1,2]","[[1],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.01088,0.020208,0.000971,False
700051,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.015542,0.024029,0.001099,False
700052,5,6,"[2,3,3,3,3]","[2,3,2,2,1,3]","[[0,1,2,3,4,5],[1,2,3,4,5],[1,2,3,4,5],[0,2,3,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.208584,0.183404,0.009186,False
700053,3,7,"[1,1,2]","[3,3,3,2,2,3,2]","[[1,2,5],[0,4,5],[1,2,3,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.063885,0.048121,0.002185,False
700054,3,3,"[3,1,2]","[3,1,1]","[[0,1,2],[0],[0,2]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.020161,0.155506,0.002513,False
700055,4,7,"[2,1,2,1]","[2,2,2,3,1,3,3]","[[0,1,2,3,4,5,6],[3],[1,2,3,5],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.111875,0.049125,0.00276,False
700056,3,5,"[3,3,3]","[3,1,3,3,1]","[[0,1,3,4],[0,1,2,3,4],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040559,0.068464,0.003369,False
700057,1,7,[2],"[1,1,1,3,1,2,3]","[[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.009399,0.024326,0.001206,False
700058,2,2,"[2,1]","[1,1]","[[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.010811,0.038628,0.001967,False
700059,2,7,"[3,2]","[1,1,3,3,2,1,2]","[[1,3,6],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.023586,0.040921,0.002266,False
700060,6,4,"[2,2,1,1,1,1]","[2,1,2,1]","[[1,2,3],[0,1,2,3],[3],[1,2],[3],[0,2]]",UNSAT,UNSAT,UNSAT,"[2, 4]",0.077099,0.077123,0.004576,False
700061,6,3,"[1,1,3,2,1,2]","[1,1,3]","[[2],[0,1],[0,1,2],[0,2],[1,2],[0,1]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.042841,0.075117,0.004459,False
700062,4,2,"[1,1,2,2]","[3,3]","[[0,1],[0],[0,1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.044088,0.051724,0.002284,False
700063,4,7,"[1,1,3,1]","[3,1,2,1,1,2,1]","[[6],[1,4],[1,2,3,4,5],[1,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.1109,0.06452,0.003123,False
700064,5,6,"[3,2,1,1,1]","[3,1,3,2,3,1]","[[0,1,3,4,5],[0,2,3],[2,5],[0,1,2,3,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.207905,0.065517,0.004106,False
700065,1,5,[2],"[3,3,2,3,2]","[[0,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007979,0.12748,0.00129,False
700066,6,3,"[2,1,1,2,1,2]","[2,3,2]","[[0,2],[1],[2],[0,1],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 2, 3, 5]",0.184613,0.095555,0.004112,False
700067,2,2,"[1,2]","[2,2]","[[1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.01131,0.025179,0.001099,False
700068,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.012734,0.049709,0.002153,False
700069,1,4,[1],"[2,1,2,2]",[[2]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.006458,0.016456,0.000827,False
700070,7,3,"[1,2,1,1,3,1,1]","[2,3,2]","[[0,1,2],[0,1,2],[0,1,2],[0,2],[0,1,2],[0,1],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.378209,0.088304,0.005396,False
700071,5,3,"[1,2,1,1,1]","[3,3,2]","[[2],[0,1],[2],[1],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.119337,0.043349,0.002113,False
700072,2,2,"[2,1]","[3,2]","[[0,1],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.010903,0.023893,0.001216,False
700073,4,4,"[1,1,1,1]","[1,1,1,2]","[[1,3],[0],[1],[0]]",UNSAT,UNSAT,UNSAT,"[1, 3]",0.039988,0.057495,0.003087,False
700074,1,3,[1],"[3,1,1]",[[1]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.005822,0.015421,0.000795,False
700075,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008316,0.01944,0.000824,False
700076,6,6,"[2,1,1,2,2,1]","[2,2,1,1,1,3]","[[2,3],[1,2,3,4,5],[0,1,3],[0,1,2,3],[0,2,3],[2]]",UNSAT,UNSAT,UNSAT,"[0, 4]",0.061645,0.105001,0.0061,False
700077,4,3,"[2,1,1,1]","[1,3,3]","[[0,1,2],[1,2],[0,1,2],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.05704,0.052482,0.002568,False
700078,3,6,"[3,1,1]","[2,1,2,2,2,1]","[[0,2,4,5],[5],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.047217,0.053229,0.00199,False
700079,3,6,"[1,2,1]","[3,1,3,1,2,2]","[[3,4,5],[2,5],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.173634,0.037022,0.001888,False
700080,5,7,"[1,3,1,2,1]","[3,1,3,3,1,1,1]","[[0,2,6],[0,1,2,3,4,5],[2],[1,3,4,5,6],[0,1,3,4,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.239269,0.063715,0.003846,False
700081,5,5,"[3,3,1,2,1]","[2,2,1,3,1]","[[0,1,2,3,4],[0,1,3,4],[1,3],[0,1,2],[0,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.250852,0.12458,0.006325,False
700082,1,7,[1],"[2,2,3,3,2,1,3]",[[6]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.009579,0.019631,0.001105,False
700083,5,2,"[1,2,1,1,1]","[2,3]","[[0,1],[0,1],[1],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.08816,0.058805,0.00316,False
700084,3,6,"[1,1,3]","[2,2,1,1,1,3]","[[0,1,3,5],[0,1,2,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.045607,0.046837,0.002982,False
700085,3,7,"[3,1,1]","[1,3,1,2,2,3,3]","[[0,1,2,4,5,6],[2,4],[1,3,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.050052,0.042827,0.002579,False
700086,1,5,[3],"[2,2,2,1,2]","[[1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007095,0.02396,0.001368,False
700087,7,4,"[3,2,1,3,1,2,1]","[3,3,3,3]","[[0,1,2,3],[1,2],[0,1],[0,1,2,3],[0,1,3],[0,1,2,3],[2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5, 6]",0.631646,0.129369,0.007307,False
700088,1,4,[2],"[3,3,2,3]","[[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008454,0.024378,0.001042,False
700089,3,7,"[2,1,1]","[2,2,2,2,2,1,2]","[[0,1,2,3,4,5,6],[1,3],[6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.053919,0.147309,0.002332,False
700090,1,2,[1],"[1,1]",[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.005133,0.013576,0.000765,False
700091,4,3,"[2,1,2,2]","[1,1,1]","[[0,1,2],[0],[0,1,2],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.022452,0.055236,0.00323,False
700092,7,2,"[1,1,1,2,1,1,1]","[1,1]","[[0],[1],[0],[0,1],[0,1],[1],[0]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.027979,0.073417,0.003564,False
700093,2,7,"[1,1]","[3,2,2,3,2,2,1]","[[1,2,3,4,5],[2,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.029403,0.035461,0.001757,False
700094,6,3,"[2,1,1,1,3,1]","[1,3,2]","[[1,2],[0],[0,2],[0],[0,1,2],[0,1]]",UNSAT,UNSAT,UNSAT,"[1, 3]",0.056362,0.087424,0.003828,False
700095,4,4,"[1,3,2,1]","[1,1,1,2]","[[1,2],[0,1,2,3],[0,1,3],[0,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.066135,0.10575,0.003681,False
700096,6,6,"[1,1,2,1,1,1]","[1,1,2,2,2,2]","[[1],[2],[2,4],[1,3],[1,5],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.559643,0.069655,0.002978,False
700097,2,5,"[3,1]","[3,1,1,1,2]","[[0,1,4],[3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.018639,0.0315,0.001645,False
700098,4,6,"[1,1,3,3]","[2,1,3,2,1,3]","[[1,3,4,5],[0,1,2,3,4,5],[0,1,2,3,5],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.09586,0.061258,0.003817,False
700099,5,7,"[2,3,2,3,2]","[2,3,2,3,3,2,1]","[[1,2,3,4,5],[0,1,2,3,4,5],[0,1,4,5,6],[0,4,5,6],[0,1,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.227679,0.08131,0.004671,False
700100,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008276,0.138404,0.000827,False
700101,6,3,"[1,3,1,3,2,2]","[2,2,2]","[[0],[0,1,2],[0],[0,1,2],[1,2],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.075854,0.075774,0.004014,False
700102,6,3,"[1,1,1,2,1,1]","[2,2,2]","[[0,1],[2],[0,2],[0,1,2],[2],[0,2]]",UNSAT,UNSAT,UNSAT,"[1, 2, 3, 4, 5]",0.230708,0.084774,0.004641,False
700103,6,2,"[1,1,1,1,1,1]","[1,2]","[[1],[1],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 5]",0.067066,0.059329,0.003396,False
700104,2,6,"[2,1]","[3,3,3,1,3,3]","[[0,1,2,3,4,5],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.020992,0.031678,0.001778,False
700105,3,2,"[1,1,1]","[1,3]","[[0],[0],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.012491,0.036647,0.002068,False
700106,7,2,"[1,1,2,2,1,1,1]","[1,2]","[[0,1],[0,1],[0,1],[0,1],[0],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[2, 3]",0.047755,0.069043,0.004122,False
700107,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.029235,0.040481,0.001993,False
700108,2,2,"[1,1]","[1,1]","[[0],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.010305,0.020165,0.000915,False
700109,3,5,"[1,2,1]","[2,3,1,2,1]","[[0,1,2,3,4],[0,1,2,3,4],[1,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.038679,0.037509,0.002285,False
700110,7,7,"[3,3,2,2,1,1,1]","[2,2,2,1,2,3,3]","[[0,1,2,3,4,5],[0,1,2,3,5,6],[1,2,3,4,5,6],[0,1,2,4,5,6],[0,1,2,3,4,5,6],[1,2,3,4,6],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,1.368703,0.184371,0.00962,False
700111,4,3,"[2,1,3,2]","[2,2,1]","[[1,2],[2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.025366,0.218596,0.003351,False
700112,3,3,"[1,1,1]","[2,3,3]","[[1,2],[0,2],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.034239,0.036349,0.001438,False
700113,7,4,"[2,1,2,1,1,1,1]","[1,3,3,3]","[[0,3],[0,1,3],[2,3],[0,1,2,3],[0,1,2,3],[2],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.745704,0.08753,0.003727,False
700114,4,5,"[1,3,2,1]","[2,3,2,2,1]","[[0],[0,1,2,4],[0,1,4],[3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.105204,0.063307,0.002386,False
700115,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.049152,0.064473,0.002404,False
700116,1,5,[2],"[2,2,3,3,2]","[[0,1,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.009038,0.027568,0.001179,False
700117,1,3,[1],"[3,2,2]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007005,0.019893,0.000846,False
700118,7,3,"[2,1,1,3,1,2,1]","[2,1,3]","[[1,2],[0],[0,2],[0,1,2],[1],[1,2],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 3]",0.042332,0.095769,0.004406,False
700119,6,7,"[3,1,2,2,1,3]","[2,3,3,1,2,3,2]","[[0,1,2,3,4,5,6],[6],[5,6],[2,6],[1,2,5,6],[0,1,2,3,4,5,6]]",UNSAT,UNSAT,UNSAT,"[1, 2, 3]",0.316356,0.109896,0.005287,False
700120,7,3,"[1,1,1,1,1,1,1]","[1,1,1]","[[1],[2],[0,1,2],[0,1],[0,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.275305,0.093423,0.004487,False
700121,3,5,"[1,1,2]","[3,2,2,2,1]","[[1,2,3],[3],[0,1,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.046509,0.043263,0.002059,False
700122,3,7,"[2,2,1]","[3,2,3,3,3,3,1]","[[0,1,3,5,6],[0,3,4],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.060456,0.192461,0.002167,False
700123,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.016933,0.038063,0.001739,False
700124,3,6,"[2,1,3]","[2,2,3,3,2,2]","[[0,1,2,3,4,5],[4],[2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.044195,0.042527,0.00254,False
700125,2,6,"[3,2]","[3,2,1,2,2,1]","[[1,2,3,5],[2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.019234,0.045098,0.002389,False
700126,6,7,"[2,1,1,1,1,2]","[2,2,3,1,2,1,2]","[[0,1,2,3,5],[0,1],[3],[4],[1,2,5,6],[3,4]]",UNSAT,UNSAT,UNSAT,"[2, 5]",0.115167,0.065946,0.004598,False
700127,6,2,"[2,1,1,1,1,1]","[3,3]","[[0,1],[0],[0,1],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.113775,0.073466,0.003727,False
700128,2,5,"[2,1]","[2,1,1,1,1]","[[1,2],[0,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.017187,0.02636,0.001482,False
700129,7,5,"[2,1,1,1,1,3,2]","[1,3,3,1,1]","[[0,1,2,3,4],[3],[0,1,2,3,4],[2],[2],[0,2,3,4],[0,4]]",UNSAT,UNSAT,UNSAT,"[5, 6]",0.134582,0.085712,0.006183,False
700130,6,5,"[2,2,3,1,1,1]","[1,2,2,2,3]","[[1,2,3,4],[0,3],[0,1,2,3,4],[3],[0],[0,3]]",UNSAT,UNSAT,UNSAT,"[1, 4]",0.068276,0.096709,0.005369,False
700131,1,2,[1],"[3,2]",[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.005046,0.014643,0.000788,False
700132,6,4,"[1,3,1,3,3,1]","[2,1,1,3]","[[2],[0,1,2,3],[0,2],[0,1,2,3],[0,1,3],[1]]",UNSAT,UNSAT,UNSAT,"[4, 5]",0.084416,0.079157,0.004775,False
700133,5,4,"[1,3,1,2,3]","[2,2,2,2]","[[1,2,3],[0,1,2,3],[1,3],[0,1,2,3],[0,1,2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.119253,0.304306,0.005358,False
700134,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.011098,0.037732,0.001871,False
700135,1,4,[3],"[1,2,3,2]","[[0,1,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006426,0.022274,0.001139,False
700136,2,6,"[2,1]","[1,1,3,3,1,1]","[[0,1,3,4],[1,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.019239,0.029089,0.001711,False
700137,3,6,"[1,3,1]","[2,3,2,3,2,3]","[[0,1,3,4],[0,1,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.042801,0.038365,0.002402,False
700138,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.013388,0.046298,0.002317,False
700139,7,4,"[1,3,1,1,2,2,1]","[1,1,2,3]","[[3],[0,1,2,3],[0,1,2,3],[0],[1,3],[0,1],[0,2]]",UNSAT,UNSAT,UNSAT,"[1, 5]",0.068425,0.111229,0.006532,False
700140,3,6,"[1,2,1]","[1,3,3,1,1,1]","[[3,4],[0,1,3,4,5],[4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.0428,0.034513,0.001991,False
