seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,maximum_flow,total_demand,flow_nodes,flow_edges,mismatch
300035,1,4,[1],"[2,2,3,1]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004421000,0.013312000,1,1,7,9,False
300036,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.052669000,0.034857000,3,6,9,13,False
300037,5,3,"[1,3,3,1,3]","[3,1,2]","[[1],[0,1,2],[0,1,2],[1],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.015431000,0.047229000,6,11,10,19,False
300038,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008983000,0.030247000,1,5,8,11,False
300039,4,2,"[2,1,1,1]","[2,1]","[[0,1],[0],[0,1],[1]]",UNSAT,UNSAT,"[0,3]",0.050940000,0.034397000,3,5,8,12,False
300040,1,4,[3],"[2,1,1,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004532000,0.017729000,3,3,7,9,False
300041,5,5,"[3,2,1,1,2]","[1,2,2,3,3]","[[0,3,4],[1,2,4],[0,1,3],[0,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.120372000,0.043144000,9,9,12,27,False
300042,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006094000,0.015011000,2,2,5,5,False
300043,3,2,"[1,1,2]","[3,3]","[[0],[1],[0,1]]",FEASIBLE,FEASIBLE,null,0.015023000,0.019806000,4,4,7,9,False
300044,5,5,"[2,1,2,3,1]","[1,3,1,1,1]","[[0,2],[0],[3,4],[0,1,2,4],[3]]",UNSAT,UNSAT,"[0,1]",0.021918000,0.604597000,5,9,12,20,False
300045,4,6,"[3,1,2,3]","[1,3,1,1,2,2]","[[0,2,3,4],[0,1,2,3,4],[1,2,3,4,5],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.068826000,0.057952000,9,9,12,29,False
300046,6,4,"[3,1,1,1,2,1]","[1,2,1,3]","[[0,1,3],[0,1,2,3],[0,2],[1,2],[0,1],[0,2,3]]",UNSAT,UNSAT,"[0,4]",0.030421000,0.070623000,7,9,12,26,False
300047,5,5,"[1,1,1,1,2]","[3,3,2,3,3]","[[0,1,2,3,4],[2],[1,2],[2],[2,4]]",UNSAT,UNSAT,"[1,3,4]",0.088339000,0.041213000,5,6,12,21,False
300048,3,5,"[1,2,3]","[1,2,2,3,2]","[[3],[0,4],[0,3,4]]",UNSAT,UNSAT,"[1,2]",0.024390000,0.034250000,5,6,10,14,False
300049,6,5,"[2,2,1,2,3,1]","[3,2,2,1,2]","[[0,1,4],[3,4],[3,4],[0,2,4],[0,1,2,3,4],[0,2,3,4]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.259900000,0.065619000,10,11,13,30,False
300050,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006782000,0.023995000,1,3,6,7,False
300051,3,3,"[1,1,3]","[3,2,2]","[[0],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.018770000,0.024315000,5,5,8,13,False
300052,3,6,"[1,1,1]","[2,2,2,3,1,2]","[[0,1,4],[0,1,2,3,4,5],[0,4]]",FEASIBLE,FEASIBLE,null,0.031274000,0.024876000,3,3,11,20,False
300053,4,2,"[1,1,1,2]","[1,3]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.028993000,0.035971000,4,5,8,14,False
300054,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.010794000,0.016560000,3,3,6,7,False
300055,4,5,"[2,1,1,1]","[1,1,2,1,2]","[[1,3],[0,2],[0,2,3,4],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.056898000,0.036290000,5,5,11,21,False
300056,4,3,"[2,1,3,2]","[3,1,3]","[[1,2],[1],[0,1,2],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.013395000,0.041591000,6,8,9,16,False
300057,2,3,"[2,3]","[2,1,1]","[[0,1],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.009166000,0.105732000,4,5,7,10,False
300058,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.028497000,0.029459000,2,4,7,9,False
300059,3,6,"[2,3,1]","[2,2,1,2,2,1]","[[0,1,4,5],[0,1,5],[0]]",FEASIBLE,FEASIBLE,null,0.031203000,0.035754000,6,6,11,17,False
300060,6,3,"[1,2,1,3,1,1]","[2,3,2]","[[2],[0,1,2],[1,2],[0,1,2],[1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.147349000,0.049714000,7,9,11,21,False
300061,1,6,[3],"[2,1,3,2,3,3]","[[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005772000,0.020263000,3,3,9,12,False
300062,5,5,"[1,1,2,1,2]","[2,2,2,2,1]","[[0,2],[0,1,2,4],[1,2,3,4],[3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.143099000,0.045771000,7,7,12,25,False
300063,2,5,"[2,2]","[2,2,1,3,3]","[[0,2,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.012928000,0.024122000,4,4,9,15,False
300064,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006812000,0.024519000,1,3,6,7,False
300065,2,5,"[2,2]","[2,3,2,2,3]","[[1,4],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.012411000,0.022617000,4,4,9,13,False
300066,5,5,"[2,1,1,3,1]","[1,3,1,2,2]","[[0,2,3],[4],[0,2,3],[1,2,3],[2]]",UNSAT,UNSAT,"[3,4]",0.054172000,0.051039000,6,8,12,21,False
300067,2,5,"[1,3]","[2,2,2,2,1]","[[0,1,2,3,4],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.012500000,0.031744000,4,4,9,16,False
300068,4,5,"[3,2,2,3]","[3,3,2,3,3]","[[0,1,2,3,4],[1,3,4],[0,2,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.055525000,0.040348000,10,10,11,24,False
300069,2,5,"[2,1]","[1,3,1,2,3]","[[0,1,2,3,4],[2]]",FEASIBLE,FEASIBLE,null,0.012182000,0.020188000,3,3,9,13,False
300070,5,2,"[1,1,1,1,1]","[1,3]","[[0],[0],[1],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011495000,0.032810000,2,5,9,12,False
300071,4,6,"[2,2,1,1]","[2,3,2,1,2,3]","[[1,2,3],[0,2,3,4],[3],[0,1,2,5]]",FEASIBLE,FEASIBLE,null,0.065215000,0.107086000,6,6,12,22,False
300072,3,6,"[1,1,2]","[1,2,2,2,3,2]","[[5],[0],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.030587000,0.024217000,4,4,11,16,False
300073,4,3,"[2,2,1,2]","[1,1,2]","[[0,1,2],[0,1,2],[0,2],[0,1,2]]",UNSAT,UNSAT,"[0,1,2]",0.027431000,0.041458000,4,7,9,18,False
300074,1,2,[2],"[2,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003332000,0.013094000,2,2,5,5,False
300075,6,5,"[1,1,3,2,1,2]","[3,1,1,2,2]","[[2,3],[1],[0,1,2,4],[0,1,2,4],[0,1,3],[1,2]]",UNSAT,UNSAT,"[1,5]",0.053621000,0.070054000,8,10,13,27,False
300076,1,6,[3],"[1,2,2,1,1,3]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005541000,0.018698000,3,3,9,12,False
300077,2,3,"[1,1]","[2,2,2]","[[0],[2]]",FEASIBLE,FEASIBLE,null,0.008923000,0.014352000,2,2,7,7,False
300078,3,2,"[1,2,1]","[3,1]","[[0],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.015297000,0.019175000,4,4,7,9,False
300079,1,4,[3],"[3,2,3,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004447000,0.017867000,3,3,7,9,False
300080,6,6,"[3,1,2,1,1,1]","[1,1,1,3,1,3]","[[0,1,2,3,4,5],[4],[0,1,4,5],[3,4],[0,1,2,3,4,5],[0]]",FEASIBLE,FEASIBLE,null,0.294001000,0.077046000,9,9,14,32,False
300081,3,3,"[1,2,2]","[1,3,2]","[[0,1,2],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.018947000,0.027196000,5,5,8,15,False
300082,4,3,"[2,1,1,1]","[1,1,2]","[[1,2],[1],[0],[1,2]]",UNSAT,UNSAT,"[0,1]",0.013165000,0.032589000,4,5,9,13,False
300083,1,6,[3],"[1,3,1,1,3,1]","[[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.005579000,0.018196000,3,3,9,11,False
300084,6,6,"[1,2,3,1,1,1]","[3,3,2,3,1,3]","[[1],[1,2,3,4,5],[0,1,4,5],[0,1,3,4],[1,2,4,5],[1,3]]",FEASIBLE,FEASIBLE,null,0.308059000,0.048264000,9,9,14,32,False
300085,5,2,"[1,1,2,1,1]","[2,3]","[[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.060198000,0.117995000,5,6,9,16,False
300086,2,5,"[1,3]","[2,3,3,3,2]","[[3],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.012637000,0.020807000,4,4,9,11,False
300087,5,2,"[1,1,1,2,1]","[3,2]","[[0,1],[1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.060438000,0.039054000,5,6,9,15,False
300088,4,5,"[1,3,1,1]","[2,3,1,1,2]","[[0,2,3],[0,2,3,4],[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.071643000,0.035813000,6,6,11,25,False
300089,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.002820000,0.009760000,1,1,4,3,False
300090,6,6,"[1,1,2,3,3,3]","[3,3,2,2,3,2]","[[2,4],[5],[3,5],[0,3,5],[1,2,3,4,5],[0,2,3,4]]",UNSAT,UNSAT,"[1,2,3]",0.140502000,0.074680000,12,13,14,29,False
300091,3,4,"[3,2,1]","[2,2,1,3]","[[0,1,2],[0,1],[2]]",UNSAT,UNSAT,"[0,2]",0.016503000,0.033069000,5,6,9,13,False
300092,1,2,[1],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003416000,0.011003000,1,1,5,5,False
300093,3,5,"[2,1,3]","[2,1,3,1,1]","[[0,1],[0],[1,2,4]]",UNSAT,UNSAT,"[0,2]",0.019258000,0.035530000,5,6,10,14,False
300094,6,5,"[2,1,1,1,1,2]","[1,3,3,2,1]","[[0,1,2,4],[0,4],[2],[0,4],[0,1,2,4],[0,4]]",UNSAT,UNSAT,"[1,5]",0.052835000,0.064553000,6,8,13,26,False
300095,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.002745000,0.010088000,1,1,4,3,False
300096,5,4,"[1,3,3,1,3]","[1,1,3,3]","[[1,2,3],[0,1,3],[0,1,2],[0,1,2,3],[0,1,3]]",UNSAT,UNSAT,"[1,2]",0.030401000,0.067100000,7,11,11,25,False
300097,1,2,[1],"[2,3]",[[1]],FEASIBLE,FEASIBLE,null,0.003431000,0.010651000,1,1,5,4,False
300098,1,4,[1],"[3,1,3,1]",[[3]],FEASIBLE,FEASIBLE,null,0.004376000,0.011044000,1,1,7,6,False
300099,1,5,[2],"[3,2,3,2,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004870000,0.014156000,2,2,8,8,False
300100,1,5,[2],"[1,1,1,1,1]","[[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.007499000,0.021020000,2,2,8,10,False
300101,4,3,"[2,2,3,1]","[3,2,3]","[[1,2],[0,1,2],[0,1,2],[1]]",UNSAT,UNSAT,"[0,2,3]",0.033397000,0.144874000,7,8,9,16,False
300102,3,3,"[2,3,1]","[1,2,1]","[[1,2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,1]",0.011222000,0.036031000,4,6,8,13,False
300103,2,6,"[1,1]","[1,3,1,3,1,2]","[[0,1,2,3],[4]]",FEASIBLE,FEASIBLE,null,0.014337000,0.018378000,2,2,10,13,False
300104,3,5,"[3,3,2]","[3,2,1,3,3]","[[0,1,4],[0,1,4],[0,1,4]]",FEASIBLE,FEASIBLE,null,0.027127000,0.032832000,8,8,10,17,False
300105,4,2,"[2,2,2,1]","[3,2]","[[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,1,2]",0.021382000,0.036452000,5,7,8,13,False
300106,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.002788000,0.009947000,1,1,4,3,False
300107,6,3,"[1,1,2,1,1,3]","[3,3,3]","[[1],[0,1],[0,1,2],[0,2],[2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.165718000,0.050456000,9,9,11,21,False
300108,5,2,"[1,1,2,2,1]","[3,1]","[[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.013946000,0.040826000,4,7,9,16,False
300109,3,2,"[1,1,1]","[3,1]","[[0],[0],[1]]",FEASIBLE,FEASIBLE,null,0.014933000,0.017418000,3,3,7,8,False
300110,3,6,"[1,3,1]","[2,3,2,2,2,1]","[[0,1,3,4,5],[1,2,3,4,5],[2,3]]",FEASIBLE,FEASIBLE,null,0.031347000,0.028775000,5,5,11,21,False
300111,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006905000,0.023853000,1,3,6,7,False
300112,5,2,"[1,1,1,1,1]","[1,2]","[[0],[0,1],[1],[1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.050162000,0.036216000,3,5,9,14,False
300113,1,6,[1],"[2,1,2,1,2,1]","[[0,1,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005906000,0.015121000,1,1,9,12,False
300114,4,5,"[1,2,2,1]","[1,2,1,2,1]","[[1],[2,3],[1,2,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.058262000,0.031301000,6,6,11,20,False
300115,3,6,"[1,3,1]","[2,1,1,2,2,2]","[[3],[0,1,3,4,5],[4]]",FEASIBLE,FEASIBLE,null,0.031539000,0.041814000,5,5,11,16,False
300116,3,6,"[1,2,1]","[2,3,3,3,1,1]","[[5],[4,5],[0,4,5]]",UNSAT,UNSAT,"[0,1]",0.018158000,0.107792000,3,4,11,15,False
300117,1,6,[1],"[3,2,3,1,2,3]","[[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.005724000,0.014700000,1,1,9,11,False
300118,5,2,"[1,1,1,1,1]","[3,1]","[[0,1],[0],[0],[0],[1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.060547000,0.035149000,4,5,9,13,False
300119,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006853000,0.023301000,1,3,6,7,False
300120,3,4,"[1,1,1]","[1,2,2,3]","[[0,1,2],[0,2,3],[0,2]]",FEASIBLE,FEASIBLE,null,0.023007000,0.023107000,3,3,9,15,False
300121,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007725000,0.026872000,1,4,7,9,False
300122,6,3,"[1,1,2,1,1,1]","[3,1,2]","[[2],[0],[1,2],[1,2],[0,1,2],[1,2]]",UNSAT,UNSAT,"[0,2,3]",0.063238000,0.044717000,5,7,11,20,False
300123,6,4,"[1,1,1,1,2,3]","[3,1,3,3]","[[2],[0,1,3],[3],[1,2,3],[0,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.208247000,0.040194000,9,9,12,24,False
300124,6,3,"[1,1,1,1,2,2]","[3,2,3]","[[1],[1,2],[0],[1,2],[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.162887000,0.048368000,8,8,11,20,False
300125,1,5,[1],"[2,1,1,3,2]","[[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.005216000,0.014289000,1,1,8,10,False
300126,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009068000,0.030258000,1,5,8,11,False
300127,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011431000,0.035231000,1,6,9,13,False
300128,1,6,[1],"[3,3,1,3,3,3]","[[0,1,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005771000,0.015242000,1,1,9,12,False
300129,5,3,"[2,2,1,1,3]","[2,2,3]","[[0,1,2],[0,2],[0,1,2],[0],[0,1,2]]",UNSAT,UNSAT,"[1,3,4]",0.059949000,0.063231000,7,9,10,20,False
300130,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.010776000,0.024739000,2,3,6,7,False
300131,4,3,"[1,3,1,1]","[3,3,2]","[[0,2],[0,1,2],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.038804000,0.043075000,6,6,9,18,False
300132,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010281000,0.034499000,1,6,9,13,False
300133,3,3,"[1,2,1]","[1,2,3]","[[0,1,2],[0,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.019524000,0.030935000,4,4,8,13,False
300134,6,2,"[2,1,2,1,1,1]","[3,2]","[[0,1],[0],[0,1],[1],[0],[0,1]]",UNSAT,UNSAT,"[0,2,3]",0.047550000,0.044053000,5,8,10,17,False
300135,2,2,"[1,1]","[3,3]","[[1],[0,1]]",FEASIBLE,FEASIBLE,null,0.007355000,0.015096000,2,2,6,7,False
300136,1,5,[1],"[1,2,3,1,2]","[[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.004994000,0.013699000,1,1,8,10,False
300137,6,6,"[1,2,3,1,1,1]","[3,1,2,2,3,3]","[[1,2,3],[1,3,4],[0,1,3,4],[4],[5],[2,3,5]]",FEASIBLE,FEASIBLE,null,0.289227000,0.042494000,9,9,14,27,False
300138,4,2,"[2,1,1,1]","[1,3]","[[0,1],[0],[1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.010724000,0.032465000,4,5,8,12,False
300139,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.027897000,0.089026000,2,6,9,13,False
300140,5,6,"[1,2,2,1,1]","[2,2,2,2,1,2]","[[3],[2,3],[0,1,2,3,4],[1],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.142068000,0.036974000,7,7,13,26,False
300141,6,2,"[1,2,2,1,2,1]","[1,3]","[[1],[0,1],[0,1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[1,2]",0.022912000,0.043644000,4,9,10,18,False
300142,4,4,"[2,1,1,2]","[2,3,3,3]","[[1,3],[1],[0,1],[1,2]]",FEASIBLE,FEASIBLE,null,0.048794000,0.027668000,6,6,10,15,False
300143,6,6,"[1,2,1,1,1,1]","[2,3,1,3,3,3]","[[1],[1,3,4],[1,3,4,5],[0,3],[2,4,5],[1]]",FEASIBLE,FEASIBLE,null,0.294952000,0.060860000,7,7,14,26,False
300144,4,2,"[1,1,1,2]","[1,2]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,3]",0.023880000,0.037721000,3,5,8,14,False
300145,6,4,"[3,2,1,1,2,1]","[2,1,3,3]","[[0,1,3],[0,2],[3],[3],[0,1],[1,2,3]]",UNSAT,UNSAT,"[0,4]",0.030759000,0.129527000,8,10,12,22,False
300146,1,3,[2],"[1,1,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004057000,0.014346000,2,2,6,6,False
300147,1,5,[2],"[3,2,2,1,1]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.005077000,0.015578000,2,2,8,10,False
300148,3,2,"[2,2,2]","[3,2]","[[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.014713000,0.032827000,5,6,7,11,False
300149,6,3,"[2,1,1,2,2,1]","[3,1,2]","[[0,2],[0,2],[2],[1,2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,2,3]",0.063889000,0.050022000,6,9,11,21,False
300150,2,5,"[2,3]","[1,2,3,3,1]","[[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.012613000,0.025649000,5,5,9,16,False
300151,6,6,"[1,1,1,2,2,1]","[2,2,3,1,3,2]","[[1,2,4],[4],[1,2,5],[4,5],[1,2],[1]]",FEASIBLE,FEASIBLE,null,0.293945000,0.049982000,8,8,14,24,False
300152,3,3,"[2,1,2]","[2,2,2]","[[1,2],[0],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.018956000,0.024006000,5,5,8,12,False
300153,2,6,"[2,2]","[3,1,3,2,1,2]","[[1,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.014403000,0.024659000,4,4,10,16,False
300154,6,2,"[1,1,1,2,2,2]","[1,1]","[[0],[0],[0],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.013694000,0.040612000,2,9,10,17,False
300155,3,4,"[2,1,2]","[1,1,3,3]","[[0,1,2,3],[0],[2,3]]",FEASIBLE,FEASIBLE,null,0.023364000,0.042747000,5,5,9,14,False
