seed,boxes,resources,demands,capacities,reachable,exhaustive_result,python_flow_result,native_flow_result,exhaustive_subset,exhaustive_ms,python_flow_ms,native_flow_ms,mismatch
700011,2,2,"[1,2]","[2,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.009062,0.021402,0.00121,False
700012,1,2,[1],"[3,1]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003959,0.01272,0.000829,False
700013,6,2,"[1,1,1,2,1,2]","[2,3]","[[0],[0],[0],[0,1],[1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.048057,0.073399,0.00286,False
700014,2,5,"[1,1]","[2,3,3,1,2]","[[2],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.015376,0.020215,0.001217,False
700015,3,7,"[1,1,3]","[2,3,1,2,2,3,2]","[[1],[4,5,6],[1,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.0416,0.031522,0.00215,False
700016,6,4,"[1,2,2,1,1,2]","[2,1,1,1]","[[1],[1,2,3],[0,1,2,3],[0,1],[1,2,3],[0,1,2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.078796,0.069913,0.005922,False
700017,2,6,"[1,1]","[3,2,1,3,3,1]","[[0],[1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.016852,0.023042,0.001474,False
700018,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.009064,0.03272,0.00189,False
700019,2,2,"[1,1]","[3,2]","[[0],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008962,0.017445,0.000945,False
700020,6,5,"[1,1,2,1,2,1]","[3,1,3,3,1]","[[0,1,2,4],[0,4],[1,2,3,4],[0],[0,4],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.295209,0.133453,0.004049,False
700021,5,6,"[1,1,1,3,3]","[2,2,1,2,3,2]","[[0,1,2,3,4,5],[1,4,5],[0,3,5],[0,3,5],[0,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.165952,0.068631,0.004409,False
700022,7,6,"[2,1,1,2,1,1,1]","[3,2,3,2,2,1]","[[1,2],[0,1,2,3,5],[0,2],[0,1,2,3,4,5],[3],[1,4],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.743313,0.055311,0.003667,False
700023,2,6,"[1,3]","[3,3,2,3,1,3]","[[0,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.016919,0.026769,0.001697,False
700024,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.01265,0.045177,0.0024,False
700025,1,6,[1],"[3,3,2,1,2,3]","[[1,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006524,0.015526,0.001207,False
700026,7,3,"[2,2,2,1,1,1,2]","[3,3,2]","[[0,1],[0,1,2],[0,1,2],[2],[0,1,2],[1],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 6]",0.329353,0.069888,0.004767,False
700027,5,2,"[1,2,1,1,2]","[3,3]","[[0,1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.068789,0.049613,0.003456,False
700028,6,7,"[3,1,2,1,1,2]","[3,2,1,1,3,2,2]","[[1,2,3,5],[0,1,2,4,5,6],[0,2,3,4,5,6],[6],[0,1,2,3,4,5,6],[1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.397387,0.06666,0.005167,False
700029,3,5,"[1,1,1]","[3,3,1,1,1]","[[1,2],[3],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.031202,0.023724,0.001342,False
700030,7,3,"[2,1,1,2,2,1,1]","[3,1,2]","[[0,1,2],[2],[0,1,2],[0,2],[0,1,2],[1],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.299313,0.066747,0.004468,False
700031,3,3,"[1,1,2]","[3,2,3]","[[1],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.022028,0.025663,0.001642,False
700032,6,3,"[2,1,2,1,1,3]","[3,2,1]","[[0,1],[2],[0,2],[0,1,2],[1],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.033886,0.056631,0.003984,False
700033,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.023766,0.036175,0.002031,False
700034,6,5,"[1,1,3,1,1,1]","[3,3,3,1,2]","[[0],[0,1,3,4],[0,1,3,4],[3],[0,1,2,3,4],[0,1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.290832,0.063374,0.004107,False
700035,4,2,"[1,1,1,1]","[1,3]","[[0,1],[1],[0],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.034897,0.034596,0.001892,False
700036,1,4,[2],"[3,1,2,1]","[[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005391,0.01646,0.001016,False
700037,4,3,"[1,3,1,2]","[3,3,2]","[[0],[0,1,2],[0],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.043152,0.04252,0.002611,False
700038,3,7,"[2,2,1]","[2,3,1,1,1,2,2]","[[0,1,2,3,4,5,6],[1,4,5],[0,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.040696,0.033179,0.002454,False
700039,6,7,"[1,2,1,2,2,1]","[3,1,1,1,2,3,3]","[[1,2,6],[0,1,2,4,5,6],[2],[0,2,4],[1,2,3,4],[6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.39054,0.072108,0.004573,False
700040,5,3,"[1,2,3,2,1]","[3,2,3]","[[0,2],[1,2],[0,1,2],[0,2],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.092653,0.052494,0.003305,False
700041,1,6,[2],"[1,3,2,1,3,2]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.018014,0.103761,0.001315,False
700042,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007084,0.014391,0.000791,False
700043,4,2,"[2,1,1,1]","[2,2]","[[0,1],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.024332,0.034825,0.002037,False
700044,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.023244,0.035053,0.001796,False
700045,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.016803,0.030437,0.001536,False
700046,3,7,"[3,1,2]","[3,3,1,2,2,1,1]","[[1,2,4,5,6],[1,3],[0,2,3,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.041033,0.036492,0.002507,False
700047,5,2,"[1,1,1,1,1]","[2,2]","[[0,1],[1],[1],[0],[1]]",UNSAT,UNSAT,UNSAT,"[1, 2, 4]",0.049788,0.03594,0.002221,False
700048,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.088851,0.041562,0.002296,False
700049,3,2,"[2,2,1]","[1,1]","[[0,1],[0,1],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.015209,0.037911,0.002089,False
700050,2,2,"[1,1]","[1,2]","[[1],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008255,0.015773,0.0009,False
700051,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.011722,0.017874,0.000991,False
700052,5,6,"[2,3,3,3,3]","[2,3,2,2,1,3]","[[0,1,2,3,4,5],[1,2,3,4,5],[1,2,3,4,5],[0,2,3,5],[0,1,2,3,4,5]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.155676,0.113884,0.008415,False
700053,3,7,"[1,1,2]","[3,3,3,2,2,3,2]","[[1,2,5],[0,4,5],[1,2,3,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.03873,0.029374,0.001988,False
700054,3,3,"[3,1,2]","[3,1,1]","[[0,1,2],[0],[0,2]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.014694,0.114843,0.002297,False
700055,4,7,"[2,1,2,1]","[2,2,2,3,1,3,3]","[[0,1,2,3,4,5,6],[3],[1,2,3,5],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.083518,0.035699,0.002432,False
700056,3,5,"[3,3,3]","[3,1,3,3,1]","[[0,1,3,4],[0,1,2,3,4],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.029826,0.04885,0.003024,False
700057,1,7,[2],"[1,1,1,3,1,2,3]","[[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006776,0.016399,0.001121,False
700058,2,2,"[2,1]","[1,1]","[[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.009026,0.029045,0.001797,False
700059,2,7,"[3,2]","[1,1,3,3,2,1,2]","[[1,3,6],[0,1,2,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.017449,0.030236,0.002054,False
700060,6,4,"[2,2,1,1,1,1]","[2,1,2,1]","[[1,2,3],[0,1,2,3],[3],[1,2],[3],[0,2]]",UNSAT,UNSAT,UNSAT,"[2, 4]",0.056308,0.054801,0.004034,False
700061,6,3,"[1,1,3,2,1,2]","[1,1,3]","[[2],[0,1],[0,1,2],[0,2],[1,2],[0,1]]",UNSAT,UNSAT,UNSAT,"[1, 2]",0.032163,0.053727,0.003967,False
700062,4,2,"[1,1,2,2]","[3,3]","[[0,1],[0],[0,1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.032603,0.037303,0.001995,False
700063,4,7,"[1,1,3,1]","[3,1,2,1,1,2,1]","[[6],[1,4],[1,2,3,4,5],[1,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.08461,0.046895,0.00293,False
700064,5,6,"[3,2,1,1,1]","[3,1,3,2,3,1]","[[0,1,3,4,5],[0,2,3],[2,5],[0,1,2,3,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.16216,0.057397,0.003686,False
700065,1,5,[2],"[3,3,2,3,2]","[[0,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005813,0.093326,0.001197,False
700066,6,3,"[2,1,1,2,1,2]","[2,3,2]","[[0,2],[1],[2],[0,1],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 2, 3, 5]",0.137822,0.055623,0.003708,False
700067,2,2,"[1,2]","[2,2]","[[1],[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008315,0.018119,0.001,False
700068,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.009043,0.032673,0.001919,False
700069,1,4,[1],"[2,1,2,2]",[[2]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.004839,0.011987,0.00078,False
700070,7,3,"[1,2,1,1,3,1,1]","[2,3,2]","[[0,1,2],[0,1,2],[0,1,2],[0,2],[0,1,2],[0,1],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.276428,0.064402,0.00473,False
700071,5,3,"[1,2,1,1,1]","[3,3,2]","[[2],[0,1],[2],[1],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.100451,0.031391,0.001898,False
700072,2,2,"[2,1]","[3,2]","[[0,1],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.008241,0.017,0.001041,False
700073,4,4,"[1,1,1,1]","[1,1,1,2]","[[1,3],[0],[1],[0]]",UNSAT,UNSAT,UNSAT,"[1, 3]",0.030437,0.041029,0.002706,False
700074,1,3,[1],"[3,1,1]",[[1]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.0041,0.011179,0.000747,False
700075,2,1,"[1,1]",[2],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.006189,0.013834,0.000745,False
700076,6,6,"[2,1,1,2,2,1]","[2,2,1,1,1,3]","[[2,3],[1,2,3,4,5],[0,1,3],[0,1,2,3],[0,2,3],[2]]",UNSAT,UNSAT,UNSAT,"[0, 4]",0.053081,0.078314,0.005327,False
700077,4,3,"[2,1,1,1]","[1,3,3]","[[0,1,2],[1,2],[0,1,2],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.042242,0.03743,0.002189,False
700078,3,6,"[3,1,1]","[2,1,2,2,2,1]","[[0,2,4,5],[5],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.037368,0.027282,0.00174,False
700079,3,6,"[1,2,1]","[3,1,3,1,2,2]","[[3,4,5],[2,5],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.110005,0.025146,0.001596,False
700080,5,7,"[1,3,1,2,1]","[3,1,3,3,1,1,1]","[[0,2,6],[0,1,2,3,4,5],[2],[1,3,4,5,6],[0,1,3,4,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.171988,0.04466,0.003313,False
700081,5,5,"[3,3,1,2,1]","[2,2,1,3,1]","[[0,1,2,3,4],[0,1,3,4],[1,3],[0,1,2],[0,4]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.113342,0.079694,0.005655,False
700082,1,7,[1],"[2,2,3,3,2,1,3]",[[6]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.006435,0.013281,0.000953,False
700083,5,2,"[1,2,1,1,1]","[2,3]","[[0,1],[0,1],[1],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4]",0.064793,0.040369,0.002838,False
700084,3,6,"[1,1,3]","[2,2,1,1,1,3]","[[0,1,3,5],[0,1,2,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.032281,0.032362,0.00261,False
700085,3,7,"[3,1,1]","[1,3,1,2,2,3,3]","[[0,1,2,4,5,6],[2,4],[1,3,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.036417,0.030831,0.00229,False
700086,1,5,[3],"[2,2,2,1,2]","[[1,2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005291,0.016893,0.001215,False
700087,7,4,"[3,2,1,3,1,2,1]","[3,3,3,3]","[[0,1,2,3],[1,2],[0,1],[0,1,2,3],[0,1,3],[0,1,2,3],[2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3, 4, 5, 6]",0.462309,0.092267,0.006638,False
700088,1,4,[2],"[3,3,2,3]","[[2,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.004822,0.015265,0.000916,False
700089,3,7,"[2,1,1]","[2,2,2,2,2,1,2]","[[0,1,2,3,4,5,6],[1,3],[6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.036965,0.099503,0.002084,False
700090,1,2,[1],"[1,1]",[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.003494,0.009943,0.000643,False
700091,4,3,"[2,1,2,2]","[1,1,1]","[[0,1,2],[0],[0,1,2],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.016238,0.039564,0.002847,False
700092,7,2,"[1,1,1,2,1,1,1]","[1,1]","[[0],[1],[0],[0,1],[0,1],[1],[0]]",UNSAT,UNSAT,UNSAT,"[0, 2]",0.018819,0.042879,0.003052,False
700093,2,7,"[1,1]","[3,2,2,3,2,2,1]","[[1,2,3,4,5],[2,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.015834,0.019718,0.001572,False
700094,6,3,"[2,1,1,1,3,1]","[1,3,2]","[[1,2],[0],[0,2],[0],[0,1,2],[0,1]]",UNSAT,UNSAT,UNSAT,"[1, 3]",0.032096,0.047444,0.003439,False
700095,4,4,"[1,3,2,1]","[1,1,1,2]","[[1,2],[0,1,2,3],[0,1,3],[0,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.035608,0.044581,0.003354,False
700096,6,6,"[1,1,2,1,1,1]","[1,1,2,2,2,2]","[[1],[2],[2,4],[1,3],[1,5],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.292624,0.038029,0.002651,False
700097,2,5,"[3,1]","[3,1,1,1,2]","[[0,1,4],[3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.012757,0.02127,0.00151,False
700098,4,6,"[1,1,3,3]","[2,1,3,2,1,3]","[[1,3,4,5],[0,1,2,3,4,5],[0,1,2,3,5],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.06905,0.043028,0.003351,False
700099,5,7,"[2,3,2,3,2]","[2,3,2,3,3,2,1]","[[1,2,3,4,5],[0,1,2,3,4,5],[0,1,4,5,6],[0,4,5,6],[0,1,4,5,6]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.160851,0.056816,0.00401,False
700100,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.034114,0.101008,0.000746,False
700101,6,3,"[1,3,1,3,2,2]","[2,2,2]","[[0],[0,1,2],[0],[0,1,2],[1,2],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.053822,0.056803,0.003508,False
700102,6,3,"[1,1,1,2,1,1]","[2,2,2]","[[0,1],[2],[0,2],[0,1,2],[2],[0,2]]",UNSAT,UNSAT,UNSAT,"[1, 2, 3, 4, 5]",0.166979,0.061554,0.004165,False
700103,6,2,"[1,1,1,1,1,1]","[1,2]","[[1],[1],[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,UNSAT,"[0, 1, 5]",0.047024,0.041244,0.00297,False
700104,2,6,"[2,1]","[3,3,3,1,3,3]","[[0,1,2,3,4,5],[3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.014403,0.021735,0.001593,False
700105,3,2,"[1,1,1]","[1,3]","[[0],[0],[0,1]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.008801,0.025508,0.001803,False
700106,7,2,"[1,1,2,2,1,1,1]","[1,2]","[[0,1],[0,1],[0,1],[0,1],[0],[0,1],[0,1]]",UNSAT,UNSAT,UNSAT,"[2, 3]",0.033706,0.048937,0.003677,False
700107,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.020733,0.028736,0.001787,False
700108,2,2,"[1,1]","[1,1]","[[0],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.007589,0.013966,0.00082,False
700109,3,5,"[1,2,1]","[2,3,1,2,1]","[[0,1,2,3,4],[0,1,2,3,4],[1,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.027469,0.026304,0.002058,False
700110,7,7,"[3,3,2,2,1,1,1]","[2,2,2,1,2,3,3]","[[0,1,2,3,4,5],[0,1,2,3,5,6],[1,2,3,4,5,6],[0,1,2,4,5,6],[0,1,2,3,4,5,6],[1,2,3,4,6],[0]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.710994,0.11488,0.00861,False
700111,4,3,"[2,1,3,2]","[2,2,1]","[[1,2],[2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.014073,0.117055,0.003106,False
700112,3,3,"[1,1,1]","[2,3,3]","[[1,2],[0,2],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.019782,0.020314,0.001383,False
700113,7,4,"[2,1,2,1,1,1,1]","[1,3,3,3]","[[0,3],[0,1,3],[2,3],[0,1,2,3],[0,1,2,3],[2],[0,1,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.443885,0.048452,0.003353,False
700114,4,5,"[1,3,2,1]","[2,3,2,2,1]","[[0],[0,1,2,4],[0,1,4],[3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.064161,0.037384,0.002108,False
700115,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.027837,0.037101,0.002207,False
700116,1,5,[2],"[2,2,3,3,2]","[[0,1,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.005003,0.015007,0.001041,False
700117,1,3,[1],"[3,2,2]","[[0,1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.003522,0.010505,0.000722,False
700118,7,3,"[2,1,1,3,1,2,1]","[2,1,3]","[[1,2],[0],[0,2],[0,1,2],[1],[1,2],[1,2]]",UNSAT,UNSAT,UNSAT,"[0, 3]",0.023813,0.053868,0.003956,False
700119,6,7,"[3,1,2,2,1,3]","[2,3,3,1,2,3,2]","[[0,1,2,3,4,5,6],[6],[5,6],[2,6],[1,2,5,6],[0,1,2,3,4,5,6]]",UNSAT,UNSAT,UNSAT,"[1, 2, 3]",0.156646,0.061207,0.004916,False
700120,7,3,"[1,1,1,1,1,1,1]","[1,1,1]","[[1],[2],[0,1,2],[0,1],[0,2],[0,1,2],[0,1,2]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2, 3]",0.172983,0.053319,0.004061,False
700121,3,5,"[1,1,2]","[3,2,2,2,1]","[[1,2,3],[3],[0,1,3,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.027288,0.024681,0.001858,False
700122,3,7,"[2,2,1]","[3,2,3,3,3,3,1]","[[0,1,3,5,6],[0,3,4],[1]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.034321,0.115769,0.002076,False
700123,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 2]",0.010743,0.024403,0.001497,False
700124,3,6,"[2,1,3]","[2,2,3,3,2,2]","[[0,1,2,3,4,5],[4],[2,3,4,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.030979,0.02973,0.002182,False
700125,2,6,"[3,2]","[3,2,1,2,2,1]","[[1,2,3,5],[2,4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.013957,0.031586,0.002083,False
700126,6,7,"[2,1,1,1,1,2]","[2,2,3,1,2,1,2]","[[0,1,2,3,5],[0,1],[3],[4],[1,2,5,6],[3,4]]",UNSAT,UNSAT,UNSAT,"[2, 5]",0.083026,0.04658,0.004152,False
700127,6,2,"[2,1,1,1,1,1]","[3,3]","[[0,1],[0],[0,1],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.083267,0.051653,0.003265,False
700128,2,5,"[2,1]","[2,1,1,1,1]","[[1,2],[0,2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.012284,0.018575,0.001319,False
700129,7,5,"[2,1,1,1,1,3,2]","[1,3,3,1,1]","[[0,1,2,3,4],[3],[0,1,2,3,4],[2],[2],[0,2,3,4],[0,4]]",UNSAT,UNSAT,UNSAT,"[5, 6]",0.097708,0.061202,0.005474,False
700130,6,5,"[2,2,3,1,1,1]","[1,2,2,2,3]","[[1,2,3,4],[0,3],[0,1,2,3,4],[3],[0],[0,3]]",UNSAT,UNSAT,UNSAT,"[1, 4]",0.050125,0.068313,0.004782,False
700131,1,2,[1],"[3,2]",[[0]],FEASIBLE,FEASIBLE,FEASIBLE,null,0.003422,0.009944,0.00065,False
700132,6,4,"[1,3,1,3,3,1]","[2,1,1,3]","[[2],[0,1,2,3],[0,2],[0,1,2,3],[0,1,3],[1]]",UNSAT,UNSAT,UNSAT,"[4, 5]",0.060631,0.055124,0.004326,False
700133,5,4,"[1,3,1,2,3]","[2,2,2,2]","[[1,2,3],[0,1,2,3],[1,3],[0,1,2,3],[0,1,2,3]]",UNSAT,UNSAT,UNSAT,"[0, 1, 3, 4]",0.086858,0.245161,0.004621,False
700134,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.008244,0.026659,0.001639,False
700135,1,4,[3],"[1,2,3,2]","[[0,1,3]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.013419,0.017714,0.001013,False
700136,2,6,"[2,1]","[1,1,3,3,1,1]","[[0,1,3,4],[1,5]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.014436,0.021208,0.001442,False
700137,3,6,"[1,3,1]","[2,3,2,3,2,3]","[[0,1,3,4],[0,1,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.03124,0.027666,0.002141,False
700138,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,UNSAT,"[0, 1]",0.009794,0.032562,0.002151,False
700139,7,4,"[1,3,1,1,2,2,1]","[1,1,2,3]","[[3],[0,1,2,3],[0,1,2,3],[0],[1,3],[0,1],[0,2]]",UNSAT,UNSAT,UNSAT,"[1, 5]",0.048839,0.079495,0.005781,False
700140,3,6,"[1,2,1]","[1,3,3,1,1,1]","[[3,4],[0,1,3,4,5],[4]]",FEASIBLE,FEASIBLE,FEASIBLE,null,0.030928,0.024736,0.001735,False
