run_order,instance,family,scale,variant,noise_percent,variables,clauses,cnf_sha256,expected_result,repetition,timeout_seconds,solver,solver_version,binary_sha256,seed,runtime_ms,status,timed_out,exit_code,peak_rss_kb,conflicts,decisions,propagations,raw_log,benefit_gate_decision,benefit_gate_ms,benefit_gate_reason,boxes_found,fallback_cdcl_ms,fallback_exit_code,fallback_status,fallback_timed_out,fallback_used,final_result,flow_edges,flow_ms,flow_nodes,gate_decision,gate_ms,gate_reason,gate_signals,maximum_flow,recovery_ms,recovery_reason,recovery_status,registry_ms,registry_reason,registry_status,resources_found,structural_result,total_demand,total_lkk_hybrid_ms,witness_file,witness_valid,total_lkk_end_to_end_ms
11,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,4788.041467,UNSATISFIABLE,False,20,7748,20,377336,3541195,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00011__002_pigeonhole_exact1_boundary_high_scale10_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,418.49168,UNSATISFIABLE,False,20,3120,30284,45848,895524,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00012__002_pigeonhole_exact1_boundary_high_scale10_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,4536.47033,UNSATISFIABLE,False,20,7544,24,399324,3686368,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00013__002_pigeonhole_exact1_boundary_high_scale10_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,518.73739,UNSATISFIABLE,False,20,3128,33371,49462,974886,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00014__002_pigeonhole_exact1_boundary_high_scale10_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,319.506446,UNSATISFIABLE,False,0,20208,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00015__002_pigeonhole_exact1_boundary_high_scale10_noise0__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.008221,"deterministic_accept(signal_count=775,clauses=775)",10,0.0,,NOT_RUN,False,False,UNSATISFIABLE,109,0.357216,21,RUN_LKK,2.534133,monotone_cardinality_signal,"{""estimated_resolution_pairs"":1530,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":765,""monotone_positive_clauses"":10}",9,1.933955,fixed_point,COMPLETE,120.818312,sound_exact_r_and_capacity_families,COMPLETE,9,UNSAT,10,164.597543,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00015__002_pigeonhole_exact1_boundary_high_scale10_noise0__lkk_hybrid__seed2__rep1.witness.json,True,319.506446
16,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,468.751192,UNSATISFIABLE,False,20,3004,29487,45208,826551,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00016__002_pigeonhole_exact1_boundary_high_scale10_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,319.56042,UNSATISFIABLE,False,0,20236,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00017__002_pigeonhole_exact1_boundary_high_scale10_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.007644,"deterministic_accept(signal_count=775,clauses=775)",10,0.0,,NOT_RUN,False,False,UNSATISFIABLE,109,0.381313,21,RUN_LKK,2.493776,monotone_cardinality_signal,"{""estimated_resolution_pairs"":1530,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":765,""monotone_positive_clauses"":10}",9,1.828122,fixed_point,COMPLETE,121.724791,sound_exact_r_and_capacity_families,COMPLETE,9,UNSAT,10,169.320546,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00017__002_pigeonhole_exact1_boundary_high_scale10_noise0__lkk_hybrid__seed3__rep1.witness.json,True,319.56042
18,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,pigeonhole_exact1,10,boundary_high,0,90,775,7c48905b7eea8c29dd5cba65fbdd9e47e938a4dc397c98b66bb07dd1c76f760e,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,4788.760045,UNSATISFIABLE,False,20,8032,46,370665,3439588,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00018__002_pigeonhole_exact1_boundary_high_scale10_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,167.218715,UNSATISFIABLE,False,20,2880,0,17793,181743,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00019__003_exact_r_allocation_boundary_low_scale9_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,168.459493,UNSATISFIABLE,False,20,2256,8181,10125,233008,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00020__003_exact_r_allocation_boundary_low_scale9_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,518.946519,UNSATISFIABLE,False,0,19888,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00021__003_exact_r_allocation_boundary_low_scale9_noise0__lkk_hybrid__seed1__rep1.log,RUN_LKK,0.004842,"deterministic_accept(signal_count=555,clauses=555)",5,0.0,,NOT_RUN,False,False,UNSATISFIABLE,59,0.187904,16,RUN_LKK,3.16532,monotone_cardinality_signal,"{""estimated_resolution_pairs"":11520,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":510,""monotone_positive_clauses"":45}",9,1.663071,fixed_point,COMPLETE,347.962465,sound_exact_r_and_capacity_families,COMPLETE,9,UNSAT,10,389.741446,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00021__003_exact_r_allocation_boundary_low_scale9_noise0__lkk_hybrid__seed1__rep1.witness.json,True,518.946519
22,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,218.911827,UNSATISFIABLE,False,20,2524,10118,14252,278052,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00022__003_exact_r_allocation_boundary_low_scale9_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,569.433036,UNSATISFIABLE,False,0,19992,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00023__003_exact_r_allocation_boundary_low_scale9_noise0__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.010603,"deterministic_accept(signal_count=555,clauses=555)",5,0.0,,NOT_RUN,False,False,UNSATISFIABLE,59,0.199042,16,RUN_LKK,3.126083,monotone_cardinality_signal,"{""estimated_resolution_pairs"":11520,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":510,""monotone_positive_clauses"":45}",9,1.696048,fixed_point,COMPLETE,358.414089,sound_exact_r_and_capacity_families,COMPLETE,9,UNSAT,10,403.318904,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00023__003_exact_r_allocation_boundary_low_scale9_noise0__lkk_hybrid__seed2__rep1.witness.json,True,569.433036
24,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,219.174553,UNSATISFIABLE,False,20,2852,0,17819,183093,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00024__003_exact_r_allocation_boundary_low_scale9_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,518.74605,UNSATISFIABLE,False,0,19984,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00025__003_exact_r_allocation_boundary_low_scale9_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.006625,"deterministic_accept(signal_count=555,clauses=555)",5,0.0,,NOT_RUN,False,False,UNSATISFIABLE,59,0.171008,16,RUN_LKK,2.932348,monotone_cardinality_signal,"{""estimated_resolution_pairs"":11520,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":510,""monotone_positive_clauses"":45}",9,1.723178,fixed_point,COMPLETE,370.744846,sound_exact_r_and_capacity_families,COMPLETE,9,UNSAT,10,405.666721,/work/results/phase3/20260816Tphase3candidate02Z/logs/measurements/witnesses/00025__003_exact_r_allocation_boundary_low_scale9_noise0__lkk_hybrid__seed3__rep1.witness.json,True,518.74605
26,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,167.070007,UNSATISFIABLE,False,20,2804,0,17158,177501,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00026__003_exact_r_allocation_boundary_low_scale9_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,exact_r_allocation,9,boundary_low,0,45,555,d4c34d34c9e60c784da433a7d46db173255ce8a302f34dedade29f3cff625c5b,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,167.758641,UNSATISFIABLE,False,20,2028,10694,14407,253882,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00027__003_exact_r_allocation_boundary_low_scale9_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,5039.454251,TIMEOUT,True,137,1720,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00028__004_exact_r_allocation_boundary_high_scale11_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,5037.700149,TIMEOUT,True,137,1688,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00029__004_exact_r_allocation_boundary_high_scale11_noise0__lkk_hybrid__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,
30,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,5037.991627,TIMEOUT,True,137,1656,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00030__004_exact_r_allocation_boundary_high_scale11_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,5038.618336,TIMEOUT,True,137,1672,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00031__004_exact_r_allocation_boundary_high_scale11_noise0__lkk_hybrid__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,
32,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,5039.17826,TIMEOUT,True,137,1720,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00032__004_exact_r_allocation_boundary_high_scale11_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,5039.345171,TIMEOUT,True,137,1680,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00033__004_exact_r_allocation_boundary_high_scale11_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,5038.493149,TIMEOUT,True,137,1652,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00034__004_exact_r_allocation_boundary_high_scale11_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,5038.636578,TIMEOUT,True,137,1684,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/direct/00035__004_exact_r_allocation_boundary_high_scale11_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,exact_r_allocation,11,boundary_high,0,66,1221,45b9c77daf04aa7b23c475ec4db018f1c81f9cf4d409de9a862bba02d5735f11,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,5038.366826,TIMEOUT,True,137,1648,,,,results/phase3/20260816Tphase3candidate02Z/logs/measurements/hybrid/00036__004_exact_r_allocation_boundary_high_scale11_noise0__lkk_hybrid__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,
