seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,maximum_flow,total_demand,flow_nodes,flow_edges,mismatch
300047,5,5,"[1,1,1,1,2]","[3,3,2,3,3]","[[0,1,2,3,4],[2],[1,2],[2],[2,4]]",UNSAT,UNSAT,"[1,3,4]",0.087499000,0.041446000,5,6,12,21,False
300048,3,5,"[1,2,3]","[1,2,2,3,2]","[[3],[0,4],[0,3,4]]",UNSAT,UNSAT,"[1,2]",0.022485000,0.034520000,5,6,10,14,False
300049,6,5,"[2,2,1,2,3,1]","[3,2,2,1,2]","[[0,1,4],[3,4],[3,4],[0,2,4],[0,1,2,3,4],[0,2,3,4]]",UNSAT,UNSAT,"[0,1,2,3,4,5]",0.250481000,0.064479000,10,11,13,30,False
300050,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006548000,0.023348000,1,3,6,7,False
300051,3,3,"[1,1,3]","[3,2,2]","[[0],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.018455000,0.024136000,5,5,8,13,False
300052,3,6,"[1,1,1]","[2,2,2,3,1,2]","[[0,1,4],[0,1,2,3,4,5],[0,4]]",FEASIBLE,FEASIBLE,null,0.030763000,0.027982000,3,3,11,20,False
300053,4,2,"[1,1,1,2]","[1,3]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.028988000,0.038273000,4,5,8,14,False
300054,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.010759000,0.092126000,3,3,6,7,False
300055,4,5,"[2,1,1,1]","[1,1,2,1,2]","[[1,3],[0,2],[0,2,3,4],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.057211000,0.032370000,5,5,11,21,False
300056,4,3,"[2,1,3,2]","[3,1,3]","[[1,2],[1],[0,1,2],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.012889000,0.040867000,6,8,9,16,False
300057,2,3,"[2,3]","[2,1,1]","[[0,1],[0,1,2]]",UNSAT,UNSAT,"[0,1]",0.009045000,0.029369000,4,5,7,10,False
300058,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.014791000,0.027733000,2,4,7,9,False
300059,3,6,"[2,3,1]","[2,2,1,2,2,1]","[[0,1,4,5],[0,1,5],[0]]",FEASIBLE,FEASIBLE,null,0.030716000,0.036099000,6,6,11,17,False
300060,6,3,"[1,2,1,3,1,1]","[2,3,2]","[[2],[0,1,2],[1,2],[0,1,2],[1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.160833000,0.051988000,7,9,11,21,False
300061,1,6,[3],"[2,1,3,2,3,3]","[[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005825000,0.019266000,3,3,9,12,False
300062,5,5,"[1,1,2,1,2]","[2,2,2,2,1]","[[0,2],[0,1,2,4],[1,2,3,4],[3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.121301000,0.036751000,7,7,12,25,False
300063,2,5,"[2,2]","[2,2,1,3,3]","[[0,2,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.012236000,0.023455000,4,4,9,15,False
300064,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006776000,0.023431000,1,3,6,7,False
300065,2,5,"[2,2]","[2,3,2,2,3]","[[1,4],[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.012448000,0.022322000,4,4,9,13,False
300066,5,5,"[2,1,1,3,1]","[1,3,1,2,2]","[[0,2,3],[4],[0,2,3],[1,2,3],[2]]",UNSAT,UNSAT,"[3,4]",0.053689000,0.047630000,6,8,12,21,False
300067,2,5,"[1,3]","[2,2,2,2,1]","[[0,1,2,3,4],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.012497000,0.024555000,4,4,9,16,False
300068,4,5,"[3,2,2,3]","[3,3,2,3,3]","[[0,1,2,3,4],[1,3,4],[0,2,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.057641000,0.236666000,10,10,11,24,False
300069,2,5,"[2,1]","[1,3,1,2,3]","[[0,1,2,3,4],[2]]",FEASIBLE,FEASIBLE,null,0.012864000,0.020460000,3,3,9,13,False
300070,5,2,"[1,1,1,1,1]","[1,3]","[[0],[0],[1],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011532000,0.031707000,2,5,9,12,False
300071,4,6,"[2,2,1,1]","[2,3,2,1,2,3]","[[1,2,3],[0,2,3,4],[3],[0,1,2,5]]",FEASIBLE,FEASIBLE,null,0.064436000,0.031341000,6,6,12,22,False
300072,3,6,"[1,1,2]","[1,2,2,2,3,2]","[[5],[0],[0,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.031458000,0.024472000,4,4,11,16,False
300073,4,3,"[2,2,1,2]","[1,1,2]","[[0,1,2],[0,1,2],[0,2],[0,1,2]]",UNSAT,UNSAT,"[0,1,2]",0.027003000,0.041396000,4,7,9,18,False
300074,1,2,[2],"[2,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003343000,0.012914000,2,2,5,5,False
300075,6,5,"[1,1,3,2,1,2]","[3,1,1,2,2]","[[2,3],[1],[0,1,2,4],[0,1,2,4],[0,1,3],[1,2]]",UNSAT,UNSAT,"[1,5]",0.051746000,0.066632000,8,10,13,27,False
300076,1,6,[3],"[1,2,2,1,1,3]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005545000,0.019431000,3,3,9,12,False
300077,2,3,"[1,1]","[2,2,2]","[[0],[2]]",FEASIBLE,FEASIBLE,null,0.008760000,0.014838000,2,2,7,7,False
300078,3,2,"[1,2,1]","[3,1]","[[0],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.014775000,0.020639000,4,4,7,9,False
300079,1,4,[3],"[3,2,3,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004389000,0.016970000,3,3,7,9,False
300080,6,6,"[3,1,2,1,1,1]","[1,1,1,3,1,3]","[[0,1,2,3,4,5],[4],[0,1,4,5],[3,4],[0,1,2,3,4,5],[0]]",FEASIBLE,FEASIBLE,null,0.314313000,0.083295000,9,9,14,32,False
300081,3,3,"[1,2,2]","[1,3,2]","[[0,1,2],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.019025000,0.027892000,5,5,8,15,False
300082,4,3,"[2,1,1,1]","[1,1,2]","[[1,2],[1],[0],[1,2]]",UNSAT,UNSAT,"[0,1]",0.012755000,0.034261000,4,5,9,13,False
300083,1,6,[3],"[1,3,1,1,3,1]","[[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.005446000,0.096289000,3,3,9,11,False
300084,6,6,"[1,2,3,1,1,1]","[3,3,2,3,1,3]","[[1],[1,2,3,4,5],[0,1,4,5],[0,1,3,4],[1,2,4,5],[1,3]]",FEASIBLE,FEASIBLE,null,0.284956000,0.044685000,9,9,14,32,False
300085,5,2,"[1,1,2,1,1]","[2,3]","[[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.060606000,0.041996000,5,6,9,16,False
300086,2,5,"[1,3]","[2,3,3,3,2]","[[3],[1,2,4]]",FEASIBLE,FEASIBLE,null,0.012312000,0.020588000,4,4,9,11,False
300087,5,2,"[1,1,1,2,1]","[3,2]","[[0,1],[1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.061778000,0.046325000,5,6,9,15,False
300088,4,5,"[1,3,1,1]","[2,3,1,1,2]","[[0,2,3],[0,2,3,4],[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.056272000,0.034761000,6,6,11,25,False
300089,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.002673000,0.009677000,1,1,4,3,False
300090,6,6,"[1,1,2,3,3,3]","[3,3,2,2,3,2]","[[2,4],[5],[3,5],[0,3,5],[1,2,3,4,5],[0,2,3,4]]",UNSAT,UNSAT,"[1,2,3]",0.148062000,0.076088000,12,13,14,29,False
300091,3,4,"[3,2,1]","[2,2,1,3]","[[0,1,2],[0,1],[2]]",UNSAT,UNSAT,"[0,2]",0.016393000,0.033100000,5,6,9,13,False
300092,1,2,[1],"[1,2]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003397000,0.011377000,1,1,5,5,False
300093,3,5,"[2,1,3]","[2,1,3,1,1]","[[0,1],[0],[1,2,4]]",UNSAT,UNSAT,"[0,2]",0.019968000,0.033774000,5,6,10,14,False
300094,6,5,"[2,1,1,1,1,2]","[1,3,3,2,1]","[[0,1,2,4],[0,4],[2],[0,4],[0,1,2,4],[0,4]]",UNSAT,UNSAT,"[1,5]",0.053840000,0.064730000,6,8,13,26,False
300095,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.002918000,0.010096000,1,1,4,3,False
300096,5,4,"[1,3,3,1,3]","[1,1,3,3]","[[1,2,3],[0,1,3],[0,1,2],[0,1,2,3],[0,1,3]]",UNSAT,UNSAT,"[1,2]",0.030509000,0.067378000,7,11,11,25,False
300097,1,2,[1],"[2,3]",[[1]],FEASIBLE,FEASIBLE,null,0.003464000,0.088539000,1,1,5,4,False
300098,1,4,[1],"[3,1,3,1]",[[3]],FEASIBLE,FEASIBLE,null,0.004449000,0.011293000,1,1,7,6,False
300099,1,5,[2],"[3,2,3,2,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004843000,0.014007000,2,2,8,8,False
300100,1,5,[2],"[1,1,1,1,1]","[[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.007845000,0.021034000,2,2,8,10,False
300101,4,3,"[2,2,3,1]","[3,2,3]","[[1,2],[0,1,2],[0,1,2],[1]]",UNSAT,UNSAT,"[0,2,3]",0.032283000,0.054899000,7,8,9,16,False
300102,3,3,"[2,3,1]","[1,2,1]","[[1,2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,1]",0.020805000,0.036682000,4,6,8,13,False
300103,2,6,"[1,1]","[1,3,1,3,1,2]","[[0,1,2,3],[4]]",FEASIBLE,FEASIBLE,null,0.019566000,0.018142000,2,2,10,13,False
300104,3,5,"[3,3,2]","[3,2,1,3,3]","[[0,1,4],[0,1,4],[0,1,4]]",FEASIBLE,FEASIBLE,null,0.025907000,0.031949000,8,8,10,17,False
300105,4,2,"[2,2,2,1]","[3,2]","[[0,1],[0,1],[0,1],[1]]",UNSAT,UNSAT,"[0,1,2]",0.020972000,0.040857000,5,7,8,13,False
300106,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.002819000,0.010254000,1,1,4,3,False
300107,6,3,"[1,1,2,1,1,3]","[3,3,3]","[[1],[0,1],[0,1,2],[0,2],[2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.163987000,0.050300000,9,9,11,21,False
300108,5,2,"[1,1,2,2,1]","[3,1]","[[1],[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.013264000,0.040038000,4,7,9,16,False
300109,3,2,"[1,1,1]","[3,1]","[[0],[0],[1]]",FEASIBLE,FEASIBLE,null,0.014258000,0.018045000,3,3,7,8,False
300110,3,6,"[1,3,1]","[2,3,2,2,2,1]","[[0,1,3,4,5],[1,2,3,4,5],[2,3]]",FEASIBLE,FEASIBLE,null,0.031108000,0.027999000,5,5,11,21,False
300111,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006773000,0.041018000,1,3,6,7,False
300112,5,2,"[1,1,1,1,1]","[1,2]","[[0],[0,1],[1],[1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.050640000,0.036551000,3,5,9,14,False
300113,1,6,[1],"[2,1,2,1,2,1]","[[0,1,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005619000,0.015042000,1,1,9,12,False
300114,4,5,"[1,2,2,1]","[1,2,1,2,1]","[[1],[2,3],[1,2,3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.058396000,0.111110000,6,6,11,20,False
300115,3,6,"[1,3,1]","[2,1,1,2,2,2]","[[3],[0,1,3,4,5],[4]]",FEASIBLE,FEASIBLE,null,0.045276000,0.026871000,5,5,11,16,False
300116,3,6,"[1,2,1]","[2,3,3,3,1,1]","[[5],[4,5],[0,4,5]]",UNSAT,UNSAT,"[0,1]",0.017713000,0.031786000,3,4,11,15,False
300117,1,6,[1],"[3,2,3,1,2,3]","[[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.005464000,0.015148000,1,1,9,11,False
300118,5,2,"[1,1,1,1,1]","[3,1]","[[0,1],[0],[0],[0],[1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.091654000,0.057566000,4,5,9,13,False
300119,3,1,"[1,1,1]",[1],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008703000,0.029814000,1,3,6,7,False
300120,3,4,"[1,1,1]","[1,2,2,3]","[[0,1,2],[0,2,3],[0,2]]",FEASIBLE,FEASIBLE,null,0.027921000,0.028466000,3,3,9,15,False
300121,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009422000,0.034293000,1,4,7,9,False
300122,6,3,"[1,1,2,1,1,1]","[3,1,2]","[[2],[0],[1,2],[1,2],[0,1,2],[1,2]]",UNSAT,UNSAT,"[0,2,3]",0.077453000,0.054294000,5,7,11,20,False
300123,6,4,"[1,1,1,1,2,3]","[3,1,3,3]","[[2],[0,1,3],[3],[1,2,3],[0,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.253230000,0.053089000,9,9,12,24,False
300124,6,3,"[1,1,1,1,2,2]","[3,2,3]","[[1],[1,2],[0],[1,2],[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.185927000,0.051498000,8,8,11,20,False
300125,1,5,[1],"[2,1,1,3,2]","[[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.005344000,0.014617000,1,1,8,10,False
300126,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008779000,0.030755000,1,5,8,11,False
300127,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010162000,0.034868000,1,6,9,13,False
300128,1,6,[1],"[3,3,1,3,3,3]","[[0,1,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005973000,0.015858000,1,1,9,12,False
300129,5,3,"[2,2,1,1,3]","[2,2,3]","[[0,1,2],[0,2],[0,1,2],[0],[0,1,2]]",UNSAT,UNSAT,"[1,3,4]",0.058918000,0.148315000,7,9,10,20,False
300130,3,1,"[1,1,1]",[2],"[[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.010858000,0.024763000,2,3,6,7,False
300131,4,3,"[1,3,1,1]","[3,3,2]","[[0,2],[0,1,2],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.038129000,0.030572000,6,6,9,18,False
300132,6,1,"[1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.009889000,0.034025000,1,6,9,13,False
300133,3,3,"[1,2,1]","[1,2,3]","[[0,1,2],[0,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.018739000,0.030628000,4,4,8,13,False
300134,6,2,"[2,1,2,1,1,1]","[3,2]","[[0,1],[0],[0,1],[1],[0],[0,1]]",UNSAT,UNSAT,"[0,2,3]",0.046653000,0.044313000,5,8,10,17,False
300135,2,2,"[1,1]","[3,3]","[[1],[0,1]]",FEASIBLE,FEASIBLE,null,0.007312000,0.015389000,2,2,6,7,False
300136,1,5,[1],"[1,2,3,1,2]","[[0,1,3,4]]",FEASIBLE,FEASIBLE,null,0.005187000,0.014350000,1,1,8,10,False
300137,6,6,"[1,2,3,1,1,1]","[3,1,2,2,3,3]","[[1,2,3],[1,3,4],[0,1,3,4],[4],[5],[2,3,5]]",FEASIBLE,FEASIBLE,null,0.289961000,0.042976000,9,9,14,27,False
300138,4,2,"[2,1,1,1]","[1,3]","[[0,1],[0],[1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.010545000,0.031737000,4,5,8,12,False
300139,6,1,"[1,1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.027272000,0.034775000,2,6,9,13,False
300140,5,6,"[1,2,2,1,1]","[2,2,2,2,1,2]","[[3],[2,3],[0,1,2,3,4],[1],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.139600000,0.036723000,7,7,13,26,False
300141,6,2,"[1,2,2,1,2,1]","[1,3]","[[1],[0,1],[0,1],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[1,2]",0.022639000,0.044060000,4,9,10,18,False
300142,4,4,"[2,1,1,2]","[2,3,3,3]","[[1,3],[1],[0,1],[1,2]]",FEASIBLE,FEASIBLE,null,0.047953000,0.029015000,6,6,10,15,False
300143,6,6,"[1,2,1,1,1,1]","[2,3,1,3,3,3]","[[1],[1,3,4],[1,3,4,5],[0,3],[2,4,5],[1]]",FEASIBLE,FEASIBLE,null,0.295026000,0.124388000,7,7,14,26,False
300144,4,2,"[1,1,1,2]","[1,2]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,3]",0.023279000,0.035890000,3,5,8,14,False
300145,6,4,"[3,2,1,1,2,1]","[2,1,3,3]","[[0,1,3],[0,2],[3],[3],[0,1],[1,2,3]]",UNSAT,UNSAT,"[0,4]",0.029660000,0.049880000,8,10,12,22,False
300146,1,3,[2],"[1,1,2]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004007000,0.014015000,2,2,6,6,False
300147,1,5,[2],"[3,2,2,1,1]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004926000,0.015776000,2,2,8,10,False
300148,3,2,"[2,2,2]","[3,2]","[[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.014558000,0.033152000,5,6,7,11,False
300149,6,3,"[2,1,1,2,2,1]","[3,1,2]","[[0,2],[0,2],[2],[1,2],[0,1,2],[0,1]]",UNSAT,UNSAT,"[0,2,3]",0.062511000,0.051160000,6,9,11,21,False
300150,2,5,"[2,3]","[1,2,3,3,1]","[[0,1,2,3,4],[1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.012652000,0.026341000,5,5,9,16,False
300151,6,6,"[1,1,1,2,2,1]","[2,2,3,1,3,2]","[[1,2,4],[4],[1,2,5],[4,5],[1,2],[1]]",FEASIBLE,FEASIBLE,null,0.285592000,0.050188000,8,8,14,24,False
300152,3,3,"[2,1,2]","[2,2,2]","[[1,2],[0],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.018773000,0.023466000,5,5,8,12,False
300153,2,6,"[2,2]","[3,1,3,2,1,2]","[[1,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.014457000,0.024313000,4,4,10,16,False
300154,6,2,"[1,1,1,2,2,2]","[1,1]","[[0],[0],[0],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.013276000,0.041227000,2,9,10,17,False
300155,3,4,"[2,1,2]","[1,1,3,3]","[[0,1,2,3],[0],[2,3]]",FEASIBLE,FEASIBLE,null,0.024157000,0.033513000,5,5,9,14,False
